SMILES,novelty,dist_to_D_A,dist_to_D_B,max_sim_D_A,max_sim_D_B,synthetic_accessibility,pred_group_A_absorption_max_nm,unc_group_A_absorption_max_nm,pred_group_A_log_extinction,unc_group_A_log_extinction,pred_group_A_photochem_efficiency,unc_group_A_photochem_efficiency,pred_group_B_log_kp,unc_group_B_log_kp,pred_group_B_skin_sensitization,unc_group_B_skin_sensitization,pred_group_B_skin_irritation,unc_group_B_skin_irritation,pass_surrogate_A,pass_surrogate_B,pass_surrogate_all,oracle_group_A_absorption_max_nm,oracle_group_A_log_extinction,oracle_group_A_photochem_efficiency,oracle_group_B_log_kp,oracle_group_B_skin_sensitization,oracle_group_B_skin_irritation,pass_oracle_A,pass_oracle_B,pass_oracle_all,pass_constraints,method_id,seed
COc1ccc(N=NCBr)s1,1,0.4412,0.775,0.5588,0.225,4.1325,375.4897,56.9531,3.4941,1.2721,0.4859,0.3822,-5.4527,1.2618,0.4354,0.3612,0.4294,0.349,0,1,0,371.1556,3.6556,0.34,-4.9709,0.0827,0.9582,0,0,0,0,B0,101
CCCCCC(=O)N=Nc1c(C)noc1C,1,0.6222,0.6829,0.3778,0.3171,3.0329,334.6499,54.9437,3.5348,0.8469,0.5071,0.3547,-5.7692,1.0299,0.3347,0.3661,0.232,0.277,0,1,0,350.2778,3.5303,0.4625,-5.3576,0.0397,0.0114,0,1,0,0,B0,101
CC(C)Cc1cc(C(C)(C)C)c(C(C)(C)C)cc1O,1,0.6875,0.4333,0.3125,0.5667,2.4574,273.0287,45.374,3.6293,0.6487,0.2294,0.1975,-6.8605,1.1377,0.439,0.3703,0.4751,0.3794,0,1,0,278.3356,3.7294,0.1601,-6.452,0.2726,0.4709,0,1,0,0,B0,101
CCCCC(=O)c1ccc(O)c(OCC(CC)CCCC)c1O,1,0.6562,0.48,0.3438,0.52,2.8997,349.5245,73.1787,3.598,0.7235,0.3172,0.2335,-7.0618,1.2802,0.4171,0.3721,0.0759,0.1669,0,1,0,343.5275,3.8923,0.2523,-7.2247,0.165,0.0057,1,1,1,1,B0,101
Clc1ccc(Nc2nnc(-c3ccccc3)s2)c(Cl)c1,1,0.413,0.6875,0.587,0.3125,1.9123,358.1947,86.2711,4.2414,0.2087,0.3179,0.2777,-6.9021,1.0817,0.7464,0.3022,0.3015,0.3251,1,0,0,297.6947,4.1032,0.2402,-6.6794,0.7061,0.0121,0,0,0,0,B0,101
CCCCCc1ccc(O)c(-c2ccc(OC)cc2)c1O,1,0.619,0.5918,0.381,0.4082,1.949,328.3228,37.0093,3.9641,0.4542,0.3939,0.2589,-6.5066,1.1875,0.411,0.3452,0.1419,0.2262,1,1,1,322.0694,3.919,0.3721,-6.4543,0.0902,0.0038,1,1,1,1,B0,101
CCCCC1CC=C(C)C(O)C1,1,0.7843,0.5676,0.2157,0.4324,3.4458,412.4466,127.1137,3.5951,0.6867,0.2686,0.2357,-4.7941,0.8042,0.1405,0.1951,0.6264,0.3217,0,0,0,314.0124,3.3721,0.2179,-4.9952,0.0318,0.9757,0,0,0,0,B0,101
CC(=O)OCn1nc(C)c(I)c1C,1,0.4688,0.7,0.5312,0.3,2.7228,280.4851,50.3693,3.7709,0.4842,0.1637,0.2008,-6.7388,1.0933,0.4158,0.3871,0.4242,0.3477,0,1,0,278.4006,3.3607,0.283,-6.6851,0.0664,0.4865,0,1,0,0,B0,101
CN(C)c1cccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)c1,1,0.4222,0.717,0.5778,0.283,4.9098,608.1127,84.2091,3.8183,0.5235,0.1041,0.087,-6.7993,1.0516,0.3863,0.3828,0.2291,0.2928,0,1,0,562.0142,3.7797,0.147,-7.272,0.0103,0.0101,0,1,0,0,B0,101
Oc1ccc(-c2ccccc2)cc1,1,0.3333,0.3182,0.6667,0.6818,1.2254,276.3291,20.354,4.0555,0.374,0.2359,0.1516,-4.6354,0.716,0.5561,0.3154,0.3824,0.3231,0,0,0,281.8563,3.9881,0.2567,-4.3834,0.5611,0.0187,0,0,0,0,B0,101
COc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,1,0.6333,0.24,0.3667,0.76,2.1267,268.7584,32.8857,3.7899,0.624,0.255,0.2459,-6.5449,1.1303,0.3537,0.3426,0.3651,0.3325,0,1,0,284.0196,3.6986,0.2269,-6.1538,0.04,0.0119,0,1,0,0,B0,101
Cc1ccc(-c2cc(C3=C(c4cc(-c5ccc(C)cc5)sc4C#Cc4ccccc4O)C(F)(F)C(F)(F)C3(F)F)c(C#Cc3ccccc3)s2)cc1,1,0.1556,0.7091,0.8444,0.2909,3.6941,405.1993,63.2374,4.1477,0.5426,0.315,0.2326,-6.705,1.0535,0.5026,0.3646,0.2118,0.2938,1,0,0,400.2848,4.2838,0.4176,-6.8084,0.2277,0.0098,1,1,1,1,B0,101
CC1(C)CCN2CCC(C)(C)c3c2c1cc1cc(/C=C(/C#N)c2oc4ccccc4c2C(=O)c2ccc(O)cc2)c(=O)oc31,1,0.4177,0.6623,0.5823,0.3377,3.4565,435.576,66.6676,4.4455,0.3074,0.1542,0.1847,-7.1825,1.4617,0.4472,0.3957,0.1249,0.2246,0,1,0,462.4014,4.4674,-0.0918,-6.6042,0.0734,0.0068,0,1,0,0,B0,101
CCOCC1=C2C=CC(=[N+](C)C)C=C2S(=O)(=O)c2cc(N(C)C)c(-c3ccc(C(C)(C)C)cc3)cc21,1,0.5775,0.7612,0.4225,0.2388,3.5802,410.0962,100.1723,4.2034,0.5592,0.3646,0.24,-6.9219,1.2188,0.4784,0.3764,0.174,0.2687,1,1,1,471.0672,4.3479,0.1638,-6.7939,0.0801,0.0115,0,1,0,0,B0,101
CCCCCCOc1c2nc(c3cc(C(C)(C)C)c(ccc4nc(c5cc(CCOC)c([nH]5)c1OCC(CC)CCCC)C=C4CCOC)[nH]3)C=C2CCOC,1,0.4231,0.7283,0.5769,0.2717,6.4112,615.3757,88.4878,4.4337,0.3539,0.3963,0.1998,-6.9743,1.516,0.3185,0.3669,0.1678,0.297,0,1,0,651.1696,4.4403,0.3655,-7.3094,0.0982,0.0116,0,1,0,0,B0,101
CCCCC(CC)COc1cc(C[13CH3])nc2ccccc12,1,0.6333,0.5424,0.3667,0.4576,2.589,281.5262,38.8522,3.8792,0.7303,0.2664,0.2522,-7.2312,1.44,0.3398,0.3574,0.1579,0.2595,0,1,0,306.7164,3.996,0.3207,-6.5941,0.0451,0.0149,1,1,1,1,B0,101
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(CCCBr)c5ccc2[nH]5)C=C4)C=C3)cc1,1,0.3243,0.7778,0.6757,0.2222,5.1005,529.5834,109.7969,3.7121,0.3986,0.1636,0.1716,-6.6133,1.0533,0.3389,0.3872,0.2602,0.3244,0,1,0,536.9048,3.8922,0.1328,-7.1489,0.0071,0.0092,0,1,0,0,B0,101
COc1cc(C=CC(=O)c2ccc(Cl)cc2)ccc1O,1,0.5333,0.2,0.4667,0.8,1.8165,353.0603,48.1312,4.212,0.5088,0.1267,0.1169,-6.4095,0.6501,0.6273,0.3604,0.1596,0.2854,0,0,0,320.0496,4.2512,0.1672,-6.3922,0.3266,0.0063,0,1,0,0,B0,101
Cc1cccc2nc3c(ccc4ccc(C(F)(F)F)cc43)c(C)c12,1,0.3571,0.6957,0.6429,0.3043,2.2964,378.9377,49.9874,4.1403,0.3364,0.3471,0.0841,-7.1679,1.481,0.4401,0.3731,0.3741,0.3443,1,1,1,380.0393,4.2172,0.4195,-7.4127,0.1826,0.0359,1,1,1,1,B0,101
CN(C)c1cccc(-c2ccc(-c3cc(-c4ccc(C(=O)c5ccccc5)cc4)cc(-c4ccc(C(=O)c5ccccc5)cc4)c3)cc2)c1,1,0.4,0.3636,0.6,0.6364,2.2173,340.2994,28.2747,4.5396,0.2481,0.354,0.147,-6.605,1.1986,0.3982,0.3741,0.1208,0.2096,1,1,1,337.6538,4.4097,0.3235,-6.4469,0.05,0.0036,1,1,1,1,B0,101
OC[C@@H]1OC(c2ccco2)O[C@H]([C@H](O)c2cccc(/C=C/c3c4ccccc4cc4ccccc34)c2)[C@@H]1O,1,0.619,0.4754,0.381,0.5246,4.043,393.2655,83.9717,4.4396,0.2628,0.2393,0.231,-7.0368,1.3954,0.4457,0.3826,0.1496,0.2517,0,1,0,408.5301,4.4132,0.1515,-7.7337,0.0544,0.0068,0,1,0,0,B0,101
CCN(CC)c1ccc(C=C2CC(=Cc3ccc(C#N)cc3)C2=O)cc1,1,0.2162,0.5962,0.7838,0.4038,2.5037,415.0112,34.2555,4.5085,0.214,0.1311,0.1064,-6.8724,1.2247,0.4728,0.3955,0.2168,0.3033,0,1,0,421.6288,4.3248,0.1656,-7.0434,0.0369,0.0136,0,1,0,0,B0,101
COC(=O)C(Cl)C(C)=O,1,0.6667,0.55,0.3333,0.45,3.1177,479.5692,167.4808,2.58,1.0075,0.2403,0.1777,-6.6025,0.79,0.597,0.3443,0.5436,0.3019,0,0,0,431.6626,2.6389,0.203,-6.7639,0.1791,0.2311,0,1,0,0,B0,101
CCc1nc2c(nc1CC)C(C(=O)c1cc(Cl)c(O)cc1N)=[N+]1C2=Nc2c3nc(CC)c(CC)nc3c(-c3ccccc3)n2[B-]1(F)F,1,0.4203,0.6324,0.5797,0.3676,4.1153,653.1771,82.3875,4.8932,0.2721,0.2676,0.2233,-6.4314,0.9049,0.5369,0.4112,0.0873,0.1905,0,0,0,649.6928,5.1626,0.0789,-6.7247,0.1296,0.0038,0,1,0,0,B0,101
N#C/C(=C/c1ccc(-c2ccc(-c3cc(C(F)(F)F)c(/C=C(/C#N)C(=O)c4cc(F)ccc4O)s3)c3nsnc23)s1)C(=O)O,1,0.4154,0.7179,0.5846,0.2821,3.6584,497.5471,106.3511,4.6416,0.435,0.1695,0.1717,-7.2755,1.4444,0.4502,0.4011,0.1665,0.2602,0,1,0,555.3818,4.7126,0.0846,-7.2465,0.024,0.0088,0,1,0,0,B0,101
COc1ccc(/C=C/C2=C(c3cccc(OC)c3)C(/C=C/c3ccc(CCCCCc4ccc(O)c(C(=O)c5ccc(Cl)cc5)c4)cc3)=[O+][B-](F)(F)O2)cc1,1,0.3919,0.5641,0.6081,0.4359,3.5562,463.0142,76.8966,4.6017,0.3233,0.371,0.2147,-6.7521,1.2135,0.5146,0.4169,0.1459,0.2733,0,0,0,498.0794,4.4027,0.3288,-6.6911,0.0501,0.0038,0,1,0,0,B0,101
CCN1CCC2(CCNC2)CC1,1,0.8,0.5641,0.2,0.4359,3.0625,403.8068,143.7539,3.4501,0.6086,0.2818,0.2224,-5.6159,0.8212,0.4106,0.3816,0.6144,0.2881,0,0,0,369.8446,3.3199,0.2268,-5.2775,0.1763,0.9419,0,0,0,0,B0,101
COC(=O)c1c(C)ccc(O)c1-c1cc2c(s1)c(C(=O)OC)cc(=O)n2Cc1ccccc1,1,0.3846,0.6154,0.6154,0.3846,2.7081,376.9991,52.5529,4.2367,0.3325,0.3965,0.3055,-6.9033,1.3605,0.5254,0.3699,0.1117,0.2184,1,0,0,375.4724,4.261,0.3509,-8.2142,0.1189,0.006,1,1,1,1,B0,101
CC(C)(C)c1cc(C[N+](C)(C)C)c(O)c(-c2c(O)c3ccccc3oc2=O)c1,1,0.6667,0.5714,0.3333,0.4286,2.8499,379.6442,74.3881,4.0518,0.431,0.3113,0.1916,-7.4903,1.2851,0.4925,0.347,0.2332,0.321,1,1,1,344.228,4.0337,0.3044,-7.2188,0.0847,0.0053,1,1,1,1,B0,101
COC(=O)c1cc(C)c(O)c(C(=O)n2c(-n3nnc4cc(C)ccc43)c(C#N)c3c(N)ncnc32)c1,1,0.5116,0.6418,0.4884,0.3582,3.1466,346.0675,60.9251,4.2374,0.421,0.2059,0.2027,-7.1119,1.2407,0.5561,0.4029,0.1381,0.243,0,0,0,332.989,4.3291,0.2966,-7.5938,0.2415,0.0081,1,1,1,1,B0,101
CC(C)(C)CC(C)(C)c1cc(Cl)c(O)c(CC(N)=O)c1,1,0.7692,0.2973,0.2308,0.7027,2.5651,271.0843,45.9641,3.6797,0.6748,0.2855,0.2526,-7.0442,1.0875,0.7034,0.3159,0.2936,0.3335,0,0,0,328.4945,3.6464,0.2424,-6.9518,0.3002,0.0043,0,1,0,0,B0,101
CCCCCCN1c2ccccc2Sc2cc(-c3ccc(/C=C(\C#N)C4(C)CCC(C)(C)C4=O)cc3)ccc21,1,0.3188,0.6714,0.6812,0.3286,3.5665,426.6061,76.555,4.3873,0.3621,0.241,0.1985,-6.2543,1.2096,0.3999,0.3808,0.1081,0.2121,0,1,0,418.2538,4.3243,0.3108,-6.2564,0.0272,0.0036,1,1,1,1,B0,101
C[Si](C)c1c(C(C)(C)C)ccc(O)c1-c1ccc(C#N)cc1,1,0.6444,0.4872,0.3556,0.5128,2.8295,323.8759,48.6728,4.2453,0.2455,0.2243,0.1656,-7.17,1.2198,0.5126,0.361,0.2954,0.3494,0,0,0,320.5022,4.2168,0.2637,-7.189,0.2851,0.0066,1,1,1,1,B0,101
CC1=CC(C)=[N+]2C1=C(CCCCCCOCC1CO1)c1c(C)c(C(F)(F)F)c(C)n1[B-]2(F)F,1,0.6538,0.6613,0.3462,0.3387,4.3119,538.182,56.8406,4.7724,0.2477,0.5107,0.2254,-8.0775,1.6601,0.338,0.3739,0.2322,0.3063,0,1,0,524.5088,4.5358,0.4123,-8.9484,0.103,0.0063,0,1,0,0,B0,101
CC(C)CCC[C@@H](C)CCC=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,1,0.5385,0.6122,0.4615,0.3878,2.7174,409.4184,82.4392,4.5532,0.2023,0.2022,0.1838,-7.2648,1.3547,0.4137,0.3809,0.2348,0.3064,0,1,0,393.4324,4.565,0.2961,-6.9691,0.0559,0.0346,1,1,1,1,B0,101
C(=Cc1c2ccccc2cc2ccccc12)c1ccccc1,0,0.3103,0.5526,0.6897,0.4474,1.812,363.7177,25.0905,4.3396,0.2581,0.391,0.1818,-7.3736,1.6024,0.428,0.3663,0.2976,0.3405,1,1,1,370.7385,4.3112,0.3637,-7.7205,0.0575,0.0655,1,1,1,1,B0,101
COC(=O)c1cccc(-c2ccc(N)cc2)c1,1,0.5676,0.2647,0.4324,0.7353,1.5602,315.5665,31.3374,4.1093,0.3475,0.2419,0.1933,-6.239,1.0494,0.5926,0.3824,0.1199,0.2088,0,0,0,303.3922,4.1231,0.2709,-6.358,0.2179,0.0103,1,1,1,1,B0,101
CCCCN1C2CCC1CC(NC1Oc3cc(O)c(C)c(O)c3[C@H](c3c(O)cc(O)c4c3OC(c3ccc(O)c(O)c3)C(O)C4)C1O)C2,1,0.525,0.7294,0.475,0.2706,5.7993,609.2815,142.4435,5.2589,0.3554,0.3379,0.2428,-7.1314,1.5652,0.4306,0.4143,0.2441,0.3349,0,1,0,527.2923,4.9921,0.3262,-7.2806,0.1672,0.0072,0,1,0,0,B0,101
C[C@H]1CC(C)(C)N(C)c2ccc(C(=O)N3CCCCC3)cc21,1,0.5909,0.6897,0.4091,0.3103,2.7043,322.2646,56.4458,2.8487,1.7506,0.2058,0.264,-7.0878,1.2662,0.4489,0.385,0.2027,0.2691,0,1,0,317.875,2.8729,0.3029,-7.0699,0.2909,0.0067,0,1,0,0,B0,101
CCN(C(=O)CN1CCCCC1)c1ccc2cc(C#N)c(=NC(=O)C(C)C)oc2c1,1,0.3333,0.7286,0.6667,0.2714,2.8978,390.5763,53.3466,4.3008,0.4494,0.4738,0.2099,-7.4751,1.3663,0.5628,0.3879,0.1695,0.247,1,0,0,418.2051,4.4942,0.4433,-7.3597,0.342,0.0279,1,1,1,1,B0,101
O=C(c1ccccc1)c1cc2ccccc2cc1-c1ccco1,1,0.6607,0.3784,0.3393,0.6216,1.925,340.5793,18.6388,4.1782,0.4128,0.3396,0.1807,-6.9519,1.3002,0.4246,0.354,0.214,0.2804,1,1,1,339.6419,4.1862,0.3891,-6.4565,0.1271,0.0052,1,1,1,1,B0,101
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(C(C)(C)C)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1,0.2188,0.7209,0.7812,0.2791,4.9613,540.2615,114.8928,3.6969,0.5159,0.1131,0.121,-7.0634,1.2828,0.3542,0.3753,0.316,0.3397,0,1,0,543.5625,3.8765,0.1087,-7.4341,0.0168,0.0103,0,1,0,0,B0,101
Oc1ccccc1C1=CC(=CC=CC=Cc2ccncn2)C=C(c2ccccc2)O1,1,0.1778,0.7021,0.8222,0.2979,3.0677,420.0729,63.192,4.2822,0.5498,0.1907,0.1689,-7.151,1.1167,0.4646,0.3951,0.2276,0.2887,0,1,0,486.0212,4.3207,0.0633,-7.3956,0.1091,0.006,0,1,0,0,B0,101
CCOc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,0.5862,0.0,0.4138,1.0,2.1289,266.9542,36.4548,3.6946,0.6463,0.2589,0.2474,-6.5293,1.1419,0.2692,0.3047,0.3051,0.3383,0,1,0,288.5797,3.6278,0.1936,-6.0545,0.015,0.0052,0,1,0,0,B0,101
COC(=O)c1c(O)c(=O)c1=O,1,0.6429,0.5,0.3571,0.5,2.5045,289.7258,57.6836,3.6441,0.709,0.3007,0.2734,-6.8996,0.7635,0.7448,0.2767,0.4147,0.3291,0,0,0,306.3698,3.8186,0.2102,-6.9768,0.7763,0.357,0,0,0,0,B0,101
O=C(c1ccc(-c2oc3ccccc3c(=O)c2O)cc1)c1cccc2c1[nH]c1ccccc12,1,0.5091,0.4286,0.4909,0.5714,2.3465,398.3627,64.7544,4.3825,0.339,0.3315,0.195,-7.4725,1.389,0.4147,0.3659,0.2363,0.2824,1,1,1,380.3124,4.2518,0.3328,-7.1686,0.0971,0.007,1,1,1,1,B0,101
C=C(C)C(=O)CC(=O)NC(C(=O)OC)C(C)C,1,0.7273,0.6571,0.2727,0.3429,2.968,424.8573,156.74,2.7345,0.9328,0.1955,0.2054,-7.1421,1.029,0.5891,0.3825,0.3277,0.3189,0,0,0,443.7496,2.88,0.2885,-6.9573,0.0969,0.043,0,1,0,0,B0,101
N#CC(=Cc1ccc([N+](=O)[O-])s1)C(=O)O,1,0.3846,0.5686,0.6154,0.4314,2.7881,326.3618,19.9643,3.984,0.4537,0.0676,0.1049,-6.1765,0.9074,0.7984,0.2623,0.2962,0.3258,0,0,0,394.4537,3.8635,-0.1229,-5.854,0.6829,0.0403,0,0,0,0,B0,101
COc1cc(F)c(-c2ccccc2C(c2ccc(O)cc2)c2ccc(O)cc2)cc1F,1,0.6522,0.5532,0.3478,0.4468,2.3579,324.4823,31.6109,4.3914,0.2734,0.2331,0.164,-6.5356,0.7143,0.5639,0.3788,0.1728,0.2744,0,0,0,328.6315,4.3429,0.2927,-6.1982,0.0323,0.0065,1,1,1,1,B0,101
CC1(C)CC(OC(=O)CC2NC(=O)c3cccc(-c4ccccc4)c3N2)CC(C)(C)N1,1,0.6719,0.5283,0.3281,0.4717,3.4644,354.7983,60.5306,4.0576,0.5704,0.3997,0.3088,-6.959,1.0229,0.4249,0.3819,0.1218,0.2144,1,1,1,343.4953,4.2314,0.3396,-6.9148,0.0751,0.0077,1,1,1,1,B0,101
O=C1CCCN1CCCCc1ccccc1,1,0.6829,0.4595,0.3171,0.5405,1.6911,288.2976,79.305,3.7943,0.5412,0.1591,0.2126,-5.7489,1.3968,0.3704,0.3573,0.3952,0.3332,0,1,0,267.6468,3.7231,0.2186,-5.7742,0.476,0.3458,0,1,0,0,B0,101
CC(C(=O)O)N1c2ccc(-c3ccccc3)cc2Sc2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc21,1,0.3077,0.7101,0.6923,0.2899,3.3292,439.4087,47.3264,4.4074,0.2126,0.2211,0.1931,-6.6411,0.9984,0.4645,0.3848,0.1371,0.2507,0,1,0,434.4426,4.4786,0.2675,-6.5412,0.085,0.0097,0,1,0,0,B0,101
COc1cc(C=CC(=O)OCCCCC(=O)O)ccc1O,1,0.6034,0.2174,0.3966,0.7826,2.0461,366.962,64.8137,3.8799,0.4901,0.198,0.1695,-6.9645,0.8325,0.4738,0.4196,0.1983,0.2894,0,1,0,333.0852,4.0371,0.2399,-7.0379,0.114,0.0079,0,1,0,0,B0,101
CC(=O)C=Cc1cc(F)cc(C(F)(F)F)c1,1,0.6226,0.5833,0.3774,0.4167,2.2911,300.337,38.6,3.9721,0.5412,0.1809,0.191,-5.7656,1.4797,0.5532,0.3307,0.3715,0.3477,0,0,0,301.5501,3.8782,0.2665,-5.0504,0.6038,0.0457,1,0,0,0,B0,101
COC(=O)c1ccc(-c2ccc(O)c(C=Cc3ccc(N(C)C)cc3)c2)cc1,1,0.5208,0.3913,0.4792,0.6087,2.1104,426.7356,27.5696,4.4532,0.2281,0.2448,0.1993,-6.7379,1.0136,0.5615,0.3727,0.1078,0.2153,0,0,0,380.9168,4.4652,0.2652,-6.4838,0.0871,0.0046,1,1,1,1,B0,101
CCCCCCCCC=C1C(=O)C(O)=C1[O-],1,0.5962,0.5938,0.4038,0.4062,2.9964,387.6509,143.5999,3.2451,0.8686,0.084,0.1111,-6.3212,1.1142,0.4352,0.3532,0.3912,0.3341,0,1,0,401.5146,3.404,0.1362,-6.0501,0.1021,0.0928,0,1,0,0,B0,101
CSc1ccc(C#Cc2cc(C#N)c(C#Cc3ccccc3C#N)cc2C(=Cc2ccccc2)C2CCCCC2)cc1,1,0.4151,0.6923,0.5849,0.3077,3.1822,522.6988,171.5259,4.4317,0.2853,0.2792,0.2112,-7.5229,1.5026,0.384,0.3776,0.1588,0.2478,0,1,0,486.0048,4.5526,0.2467,-8.3245,0.0931,0.0052,0,1,0,0,B0,101
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(C6CCNCC6)cc5)s4)s3)cc2)cc1,1,0.551,0.6383,0.449,0.3617,2.5682,406.1691,57.1027,4.3321,0.2914,0.3249,0.2076,-6.7528,1.0361,0.3673,0.3591,0.2368,0.2929,1,1,1,398.7941,4.4423,0.3304,-7.5732,0.0744,0.0347,1,1,1,1,B0,101
CCCC(C)OC(=O)C(=O)C(C)C,1,0.7714,0.5,0.2286,0.5,2.9711,463.7727,153.4349,3.047,0.9778,0.202,0.2443,-5.5741,0.9074,0.3168,0.3303,0.3505,0.314,0,1,0,416.4513,2.876,0.1819,-5.7989,0.0374,0.4901,0,1,0,0,B0,101
CCOC(=O)C=CC(C)(C)S(=O)(=O)c1cccc(F)c1[N+](=O)[O-],1,0.6721,0.5818,0.3279,0.4182,2.9312,330.9954,63.4161,3.9411,0.5388,0.1387,0.1713,-6.9634,1.1881,0.5242,0.3833,0.1745,0.2995,0,0,0,346.723,3.8297,0.2419,-6.6002,0.1895,0.0066,0,1,0,0,B0,101
COc1ccc(-c2ccccc2C=CC(=O)c2ccccc2O)cc1,1,0.475,0.449,0.525,0.551,1.9179,355.6424,21.765,4.3032,0.2298,0.1336,0.1372,-7.4083,1.2695,0.4251,0.3636,0.1053,0.1965,0,1,0,357.1456,4.1971,0.2121,-7.6851,0.0399,0.0046,0,1,0,0,B0,101
CC(C)(C)N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,1,0.5116,0.7674,0.4884,0.2326,4.2792,379.578,130.3836,2.9269,1.037,0.2558,0.2669,-7.5177,0.9767,0.5945,0.354,0.4848,0.3631,0,0,0,356.1959,2.5751,0.3915,-7.3918,0.3671,0.8053,0,0,0,0,B0,101
Cc1ccc(O)c(Cc2cc(C)ccc2ON=Nc2ccc(Cl)s2)c1,1,0.6087,0.5532,0.3913,0.4468,3.0183,483.6731,31.2347,4.1267,0.4108,0.2089,0.2157,-6.8396,1.013,0.6112,0.3599,0.2307,0.3058,0,0,0,441.5544,4.2111,0.172,-6.6855,0.166,0.004,0,1,0,0,B0,101
CN(C)c1cccc(N(/N=C/c2ccc(C=C(C#N)c3ccc(C(=O)Oc4ccc(O)cc4)cc3)o2)c2ccccc2)c1,1,0.5147,0.6349,0.4853,0.3651,2.9468,448.6354,48.4577,4.4458,0.2279,0.1621,0.1668,-6.6911,1.0772,0.544,0.3773,0.0864,0.1878,0,0,0,421.1758,4.4456,0.0991,-6.6731,0.1117,0.0048,0,1,0,0,B0,101
O=C(c1cccc([C@H](O)C[N+](=O)[O-])c1)c1ncc([N+](=O)[O-])s1,1,0.52,0.5094,0.48,0.4906,3.3959,323.8006,53.0303,3.9358,0.6815,0.172,0.1776,-7.3609,0.9292,0.7255,0.3158,0.2441,0.2947,0,0,0,334.9644,4.1339,0.1034,-7.463,0.1406,0.0137,0,1,0,0,B0,101
O=C(C=CS(=O)(=O)[O-])OCC=Cc1ccccc1,1,0.5897,0.2778,0.4103,0.7222,2.8027,368.1681,57.5144,3.8305,0.7319,0.0797,0.1,-7.503,1.1986,0.4772,0.3899,0.1805,0.2669,0,1,0,362.2018,3.7253,0.2242,-7.6548,0.0962,0.0075,0,1,0,0,B0,101
CC(C)(CC(=O)O)C(=O)OCCCN1CCCCC1,1,0.7619,0.3,0.2381,0.7,2.2272,398.8382,102.9259,2.8924,0.9857,0.2389,0.2363,-7.6548,1.218,0.4679,0.3885,0.3085,0.3135,0,1,0,404.9591,2.6458,0.3078,-8.1011,0.1476,0.0437,0,1,0,0,B0,101
Cc1ccc(-c2cc(C(C=Cc3cc4c5c(c3)CCCN5CCC4)=C(C#N)C#N)c(O)c(C(C)(C)C)c2)cc1Cl,1,0.4861,0.697,0.5139,0.303,3.23,432.5053,71.6204,4.5025,0.2791,0.2552,0.2319,-7.6345,1.8109,0.5077,0.4208,0.3186,0.3821,0,0,0,420.9048,4.5197,0.1394,-8.1003,0.1319,0.0069,0,1,0,0,B0,101
CCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,1,0.7021,0.0,0.2979,1.0,2.5279,377.6382,142.6724,3.0523,0.9198,0.3496,0.2967,-6.3273,1.0811,0.2028,0.2569,0.2305,0.2748,0,1,0,328.565,2.7628,0.2011,-6.0927,0.0168,0.0623,0,1,0,0,B0,101
C[C@]12CC[C@@H]3c4ccc(OOC(=O)Nc5ccccc5-c5ccccc5)cc4CC[C@H]3[C@@H]1CCC2=O,1,0.646,0.4615,0.354,0.5385,3.7495,390.9471,104.6085,4.3554,0.2738,0.3321,0.2454,-6.926,1.0495,0.4238,0.3879,0.1559,0.2768,1,1,1,399.1454,4.2953,0.4071,-7.0342,0.0929,0.0077,1,1,1,1,B0,101
CCC(C)c1nc(-c2ccccc2)nc(-c2ccccc2)n1,1,0.641,0.4815,0.359,0.5185,2.44,332.4454,47.9483,4.2285,0.1794,0.3571,0.132,-6.7772,1.1563,0.5014,0.3651,0.1854,0.2758,1,0,0,336.1647,4.2408,0.3916,-6.6876,0.0715,0.01,1,1,1,1,B0,101
CCCCCOc1ccc(C(=O)c2ccc(OC(N)Cc3cnc[nH]3)cc2O)c(O)c1,1,0.6207,0.4038,0.3793,0.5962,3.1318,311.4235,41.1539,4.0957,0.5808,0.3276,0.2302,-6.5506,0.9346,0.5296,0.3735,0.0941,0.1912,1,0,0,344.635,4.1472,0.0952,-6.781,0.1824,0.0043,0,1,0,0,B0,101
O=[N+]([O-])c1cc(Cl)c2nc(-c3cccc(-c4nc5ccc(C6CCNCC6)cc5o4)n3)oc2c1,1,0.4655,0.6857,0.5345,0.3143,2.9858,398.4251,86.2833,4.295,0.2945,0.1604,0.1695,-6.9209,1.025,0.5873,0.4091,0.2051,0.298,0,0,0,394.2672,4.3153,0.1955,-7.2746,0.0559,0.0132,0,1,0,0,B0,101
