SMILES,method_id,pred_A_wavelength,pred_A_delta_h,pred_A_pss,pred_A_log_k,synthetic_accessibility,pred_B_wavelength,pred_B_log_eps,potts_guy_log_kp,molecular_weight,log_p,uncertainty_AD,novelty,dist_to_DA,dist_to_DB,pass_group_A,pass_group_B,pass_ad,pass_constraints
CC12C3CC4C3C1C42c1csc(C2=CC3C=CC2(C24C=CC(C2)C(c2ccnc(C(=O)CC(=O)c5ccccc5)c2)=C4)C3)c1,B0_baseline,362.67,104.1,75.4,-4.0,6.89,348.36,4.42,-0.37,591.8,8.37,0.803,True,0.784,0.822,False,False,False,False
O=C(O)/C=C/c1ccccc1-c1cccc(N=Nc2ccccc2)c1,B0_baseline,358.93,45.08,76.9,-5.25,2.27,367.8,4.25,-0.54,328.4,5.87,0.679,True,0.634,0.723,True,False,True,False
N#CC1C2C3C4C3(C#N)C1C24c1ccccc1/[SH]=C/C(=O)O,B0_baseline,361.83,68.51,73.9,-4.0,5.88,362.27,4.03,-3.3,308.4,1.8,0.79,True,0.797,0.783,False,True,False,False
Cc1ccc(C(=O)c2ccccc2)cc1,B0_baseline,336.39,69.05,76.3,-5.08,1.23,299.45,4.02,-1.61,196.2,3.23,0.454,True,0.5,0.407,True,False,True,False
CN(C)c1ccc(C2(C#N)C3C4C2C2(C56C7C(C#N)C5C5(C#N)C7C56)C4C32C#N)cn1,B0_baseline,415.98,67.6,75.4,-4.03,6.38,367.16,3.94,-3.68,402.5,2.08,0.827,True,0.825,0.828,False,False,False,False
CCC12C3C4C(C#N)C3(c3ccc(OC)c(C5=CC6CC5C=C6C(=O)OC)c3)C1C42C#N,B0_baseline,394.17,75.49,74.9,-4.0,6.34,341.64,4.09,-2.44,424.5,4.01,0.743,True,0.718,0.767,False,False,False,False
N#CC1=C(C23NC(C=C2C24C5C(C#N)C6C5C2C64C#N)C(C#N)=C3C#N)C2C=CC1C2,B0_baseline,407.98,66.39,75.3,-4.0,7.42,346.81,3.08,-3.6,398.4,2.16,0.797,True,0.729,0.865,False,False,False,False
Cc1sc(C2=CC3C=CC2(C24C=CC(C=C2)C4)C3)cc1C12C3CC4C3C1C42,B0_baseline,298.93,99.47,75.0,-4.0,7.08,324.04,4.25,-0.75,368.5,5.91,0.849,True,0.847,0.851,False,False,False,False
CC1=CC2N=CC1C2c1ccc(N=Nc2ccccc2)cc1,B0_baseline,352.36,51.81,73.3,-4.22,4.59,342.83,4.09,-0.75,287.4,5.21,0.689,True,0.595,0.784,False,False,True,False
Cc1ccc(C(=O)O)c(O)c1,B0_baseline,327.06,75.79,76.9,-5.08,1.61,304.74,3.65,-2.63,152.1,1.4,0.486,True,0.639,0.333,True,False,True,False
CN(C)c1ccc(C2(C#N)C3C4C5C3C5(C#N)C42)c(C2C3C=CC2C(C#N)=C3C#N)n1,B0_baseline,420.65,66.17,73.8,-4.0,6.39,356.76,4.03,-3.17,402.5,2.8,0.775,True,0.75,0.8,False,True,False,False
N#CC1=C(S#N)C2CC1C=N2,B0_baseline,313.33,76.42,75.2,-4.0,6.1,300.15,3.21,-2.67,163.2,1.45,0.751,True,0.684,0.818,False,False,False,False
CCC1C2C3C1C1C2C31OSN,B0_baseline,304.71,71.2,73.6,-4.0,5.82,249.62,2.87,-2.81,183.3,1.43,0.85,True,0.848,0.852,False,False,False,False
CN(C)CC(Cl)OC12C3C4CC(c5cc(N=Nc6ccccc6)ccc5N(C)C)(C41)C32,B0_baseline,391.3,53.42,74.2,-4.23,5.07,360.66,4.28,-1.68,437.0,5.2,0.76,True,0.712,0.808,False,False,False,False
CCCCC(CC)COC(=O)c1ccccc1C(=O)C12C3CC4C3C1C42N(C)N,B0_baseline,403.47,85.0,75.0,-4.0,4.75,346.58,4.12,-2.5,396.5,3.68,0.532,True,0.563,0.5,False,True,True,False
N#Cc1csc(C2=CC3C=CC2C3)c1,B0_baseline,270.13,73.07,75.0,-4.0,5.09,315.27,3.89,-1.64,199.3,3.21,0.603,True,0.436,0.769,False,False,True,False
CN(Cc1cccc(O)c1C(=O)O)c1ccc(N=Nc2ccccc2)c(-c2ccnc(N=Nc3ccc(O)cn3)c2)c1,B0_baseline,408.14,56.84,79.0,-5.57,3.37,355.11,4.27,-0.63,559.6,7.72,0.743,True,0.7,0.787,True,False,False,False
CN(C)c1ccc(C2(C#N)C3C4C5C3(Cl)C2C45C#N)cc1,B0_baseline,380.74,71.97,75.6,-4.0,5.04,335.25,3.9,-2.71,295.8,2.52,0.685,True,0.704,0.667,False,False,False,False
O=C(OC12CC3C4C(C31)C42)c1ncccc1O,B0_baseline,358.74,71.6,73.8,-4.0,4.65,309.66,3.78,-3.24,229.2,1.21,0.752,True,0.759,0.746,False,False,False,False
C1=CC2CC1C=C2c1cccs1,B0_baseline,285.98,71.65,75.0,-4.0,4.72,275.43,3.68,-1.39,174.3,3.34,0.549,True,0.526,0.571,False,False,True,False
COC(=O)c1cc(N=Nc2ccccc2)ccc1O,B0_baseline,386.02,50.58,77.3,-5.2,2.16,353.42,3.88,-1.71,256.3,3.59,0.504,True,0.389,0.619,True,False,True,False
COc1ccc(C23C(C#N)C4C2C2C3C42C#N)cc1C1=CC2CC1C=C2c1cccs1,B0_baseline,395.44,65.54,74.1,-4.0,6.18,352.68,4.2,-1.52,420.5,5.28,0.731,True,0.714,0.747,False,False,False,False
COC(=O)C1=CC2(C34C=CC(C3)C(C#N)=C4)C=CC1C2,B0_baseline,299.77,99.26,75.0,-4.0,6.28,338.98,3.12,-2.41,265.3,2.69,0.705,True,0.64,0.769,False,False,True,False
CCOC12C=C(c3cccc(N=Nc4ccc(O)cc4)c3)C(C=C1c1cccc(C(F)(F)F)c1)C2,B0_baseline,380.95,52.11,74.2,-4.22,4.64,350.28,4.07,0.15,476.5,8.1,0.763,True,0.726,0.8,False,False,False,False
CN(CC(C(=O)c1ccccc1)C(=O)c1ccccc1)c1ccc(C2(C#N)C3C4C5C3C5(C#N)C42)cc1,B0_baseline,408.5,78.86,74.9,-4.0,4.63,358.28,4.25,-2.16,483.6,4.91,0.731,True,0.738,0.724,False,False,False,False
N#CC1=NC2CC1C(c1cccs1)=C2C1C2C=CC1C(S#N)=C2C#N,B0_baseline,408.68,69.8,75.1,-4.0,6.46,377.49,3.95,-1.85,360.5,4.29,0.662,True,0.586,0.738,False,False,True,False
O=C(O)c1ccccc1Oc1ccccc1N=Nc1ccc(O)cc1,B0_baseline,388.42,50.48,78.2,-5.1,2.21,347.83,3.85,-0.98,334.3,5.3,0.572,True,0.511,0.633,True,False,True,False
N#Cc1csc(C2=CC3C=CC2C3C23CC4C5C(C42)C53)c1,B0_baseline,283.93,70.45,75.0,-4.0,6.36,333.85,4.16,-1.66,289.4,3.95,0.79,True,0.762,0.818,False,False,False,False
NOOc1ccccc1C(=O)O,B0_baseline,354.25,75.79,77.0,-5.12,2.25,306.93,3.42,-3.33,169.1,0.57,0.607,True,0.698,0.517,True,False,True,False
CSOC12C3C4CC(C56C=C(C#N)C(C=C5c5cccc(O)c5C(=O)O)S6)(C41)C32,B0_baseline,397.32,71.31,75.7,-4.0,6.55,311.09,4.02,-2.64,423.5,3.72,0.799,True,0.782,0.816,False,False,False,False
CN(CC1=CC2CC1C(C#N)=C2C#N)c1ccc(C2(C#N)C3C4C5C3C5(C#N)C42)c(C(C)(C)C)c1,B0_baseline,412.94,70.07,75.1,-4.0,6.4,357.15,4.04,-2.12,457.6,4.75,0.786,True,0.757,0.814,False,False,False,False
CC(C(CCCCc1ccccc1)COC(=O)OC(=O)c1ccccc1O)C12C=CC(C=C1)C2,B0_baseline,387.75,68.61,74.8,-4.0,4.6,335.75,4.36,-0.91,460.6,6.48,0.696,True,0.741,0.652,False,False,False,False
CSOC12C3C1C1(C45C=C(C#N)C(C=C4c4cccc(O)c4C(=O)O)C5)CC3(c3cccc(C(=O)CC(=O)c4ccccc4)c3)C21,B0_baseline,406.63,72.32,75.2,-4.0,6.17,347.93,3.96,-1.81,627.7,6.65,0.805,True,0.804,0.805,False,False,False,False
CCOC12CC(C=C1c1ccccc1)C(C1C3C(C#N)=C(S#N)C1C(C(F)(F)F)=C3c1ccccc1)=C2c1sccc1C(C)(C)O,B0_baseline,428.76,96.46,75.1,-4.0,6.26,372.62,4.36,0.04,656.8,9.5,0.787,True,0.774,0.8,False,False,False,False
CN(CF)c1ccc(N=Nc2ccccc2)cc1,B0_baseline,408.61,50.43,74.0,-5.12,2.49,355.11,4.02,-1.01,243.3,4.47,0.523,True,0.379,0.667,True,False,True,False
N#CC1C2C3C1C1(C#N)C2C31C(C(=O)c1ccccc1)C(=O)c1ccccc1,B0_baseline,377.2,69.56,74.9,-4.0,4.69,348.06,4.12,-2.42,364.4,3.52,0.755,True,0.772,0.738,False,False,False,False
CCCCC(COC(=O)c1ccccc1C(=O)c1ccccc1)C(C)c1cccc(N=Nc2ccccc2)c1,B0_baseline,395.57,65.98,74.7,-5.71,3.34,353.99,4.21,0.6,518.7,9.1,0.63,True,0.652,0.609,True,False,True,False
O=C(O)c1cc(-c2cccc(O)c2C(=O)O)c(-c2cc(N=Nc3ccccc3)ccc2O)cc1O,B0_baseline,389.4,52.12,77.9,-5.28,2.75,341.6,3.86,-1.35,470.4,5.95,0.61,True,0.569,0.651,True,False,True,False
COc1ccc(-c2ccccc2C(=O)C23C=CC(C=C2)C3)cc1,B0_baseline,370.22,66.97,75.0,-4.0,3.53,337.76,4.24,-1.22,302.4,4.68,0.631,True,0.618,0.643,True,False,True,False
COC12C=CC(C1)C(C#N)=C2C#N,B0_baseline,307.44,75.64,79.0,-4.0,5.27,299.56,3.03,-2.82,172.2,1.31,0.703,True,0.615,0.791,False,False,True,False
CC1=CC2C=CC1(C(C)(C)C)C2,B0_baseline,245.91,74.63,75.0,-4.0,5.38,243.49,3.89,-1.17,162.3,3.55,0.79,True,0.78,0.8,False,False,False,False
N#CC1=C(CC2=CC3C=C(C45C6C(C#N)C4C4(C#N)C6C45)C2C3)C2C=CC1C2,B0_baseline,284.27,71.34,75.4,-4.0,7.42,375.23,3.93,-2.02,361.4,4.06,0.758,True,0.649,0.868,False,False,True,False
COC1C2C=CC1C(C#N)=C2C#N,B0_baseline,305.86,75.53,75.0,-4.0,4.81,284.46,3.0,-2.93,172.2,1.16,0.665,True,0.594,0.735,False,False,True,False
CCCCC(CC)COC(=O)c1ccccc1C1=CC2C=CC1C2,B0_baseline,321.29,87.37,75.0,-4.0,4.45,341.05,4.22,-0.67,324.5,5.65,0.391,True,0.345,0.436,True,False,True,False
COc1cccc(N=Nc2ccc(O)c(-c3cccc(C(=O)c4ccccc4-c4ccccc4C(=O)CC(=O)c4ccccc4)c3)c2)c1,B0_baseline,390.54,48.32,79.2,-5.36,2.84,349.9,4.18,0.44,630.7,9.84,0.63,True,0.648,0.613,True,False,True,False
COC(=O)C12C3C4NC1C4(O)C32,B0_baseline,329.73,71.44,75.3,-4.0,5.52,247.41,2.41,-4.79,167.2,-1.51,0.813,True,0.787,0.839,False,False,False,False
COc1ccc(C2C3C=C(c4cccc(C(=O)C56C7CC8C7C5C86N(C)C)c4)C2C(C#N)=C3C#N)cc1,B0_baseline,404.98,64.68,74.9,-4.0,5.89,343.41,4.28,-2.22,485.6,4.84,0.721,True,0.688,0.753,False,False,False,False
N#CC1=CC2C=CC1(C1=C(c3cc(C#N)cs3)C3C=NC1C3)C2,B0_baseline,339.27,70.57,75.2,-4.0,6.44,362.2,4.05,-1.87,315.4,3.87,0.79,True,0.746,0.833,False,False,False,False
CSOC12C3C4CC(C56C=CC(C5)C(C#N)=C6)(C41)C32,B0_baseline,310.91,97.67,75.0,-4.0,7.02,329.0,4.19,-2.25,269.4,2.94,0.785,True,0.727,0.842,False,False,False,False
CCCCC(CC)COC(=O)C1C2C=CC1C(c1ccccc1)=C2,B0_baseline,322.72,61.51,74.7,-4.0,4.52,338.34,4.08,-0.94,324.5,5.26,0.505,True,0.492,0.518,False,False,True,False
O=C(OCc1cc(O)ccc1N=Nc1ccccn1)C1=CC2C=CC1C2,B0_baseline,394.28,72.17,74.3,-4.27,4.66,341.45,3.91,-1.71,347.4,4.38,0.666,True,0.569,0.763,False,False,True,False
C1=CC2NC1C=C2c1ccc(C23C4CC5C4C2C53)s1,B0_baseline,329.52,65.07,78.6,-4.03,6.5,339.14,4.15,-2.33,265.4,2.81,0.816,True,0.836,0.797,False,False,False,False
N#CC1=NC2CC1(c1ccccc1C(=O)C13C4SC5C4C1C53)C(C#N)=C2C#N,B0_baseline,395.62,74.64,75.3,-4.0,6.42,352.66,3.92,-3.2,380.4,2.56,0.791,True,0.781,0.802,False,False,False,False
COC(=O)C1=CC2C=C(Oc3ccc(N=Nc4cccc(C5=CC6CC5C=C6c5ccccc5)c4)cc3)C1C2,B0_baseline,406.5,53.51,74.1,-4.23,5.57,346.32,4.18,0.02,512.6,8.23,0.676,True,0.639,0.713,False,False,True,False
CCCCC(CC)COC(=O)C1=CC2CC1C(c1cccs1)=[SH]2,B0_baseline,346.84,69.82,73.8,-4.0,5.19,344.32,4.04,-1.41,350.5,4.82,0.493,True,0.415,0.571,False,False,True,False
CN(C)c1ccc(CN(C)c2ccc(N=Nc3ccccc3)cc2)cc1,B0_baseline,421.0,51.15,74.5,-5.05,2.21,359.09,4.15,-0.68,344.5,5.8,0.44,True,0.3,0.581,False,False,True,False
COC(=O)C1=CC2OC1C(S#N)=C2C#N,B0_baseline,385.41,70.5,75.1,-4.0,5.46,335.51,2.89,-3.45,222.2,0.86,0.724,True,0.694,0.755,False,False,False,False
CCCCC(CC)COC(=O)OC(=O)c1ccccc1O,B0_baseline,386.03,71.41,75.2,-5.05,2.75,328.67,3.99,-1.73,294.3,3.9,0.362,True,0.534,0.19,True,False,True,False
N#CC1=C(C23CC(C4C5C=CC4C(c4ccccc4)=C5)(C=C2C24C5C(C#N)C6C5C2C64C#N)C(C#N)=C3C#N)C2C=CC1C2,B0_baseline,380.29,63.0,74.7,-4.03,7.72,351.24,4.0,-1.63,563.7,6.34,0.768,True,0.699,0.838,False,False,False,False
CCCCC(CC)COC(=O)c1ccccc1C(=O)c1ccccc1-c1cc(N=Nc2ccccc2)ccc1O,B0_baseline,396.98,65.8,74.3,-5.25,3.12,367.48,4.08,0.48,534.7,9.08,0.504,True,0.577,0.431,True,False,True,False
CCOC12C=CC(C1)C(C1C3[SH]=C(c4ccccc4)C1C(C#N)=C3S#N)=C2c1sccc1C(C)(C)C,B0_baseline,407.97,58.16,75.2,-4.0,6.54,358.42,4.28,-0.63,530.8,7.47,0.786,True,0.765,0.807,False,False,False,False
COC12C=C(c3cccc(C(F)(F)F)c3)C(C3=CC4C=C(c5ccccc5)C3C4)(C=C1c1cccc(N=Nc3ccc(O)cc3)c1)C2,B0_baseline,395.19,50.34,74.3,-4.22,5.83,368.11,3.79,1.09,628.7,10.74,0.759,True,0.729,0.789,False,False,False,False
C1=CC2CC1N=C2c1cc(C23C4CC5C4C2C53)cs1,B0_baseline,316.59,72.09,75.7,-4.0,6.55,345.46,3.83,-2.01,265.4,3.26,0.816,True,0.81,0.822,False,False,False,False
COc1cccc(C2=CC3C=C(C45C=C(c6cccc(N=Nc7ccc(O)cc7)c6)C(C=C4c4cccc(C(F)(F)F)c4)C5)C2C3)c1,B0_baseline,378.16,51.32,74.3,-4.23,5.76,331.75,4.2,1.26,628.7,10.98,0.715,True,0.662,0.767,False,False,False,False
C1=CC2CC1C=C2c1cc(C2=CC3C=CC2C3)cc(C23C4C5SC4C2C53)c1,B0_baseline,293.91,69.15,75.5,-4.0,6.86,336.25,4.19,-1.05,366.5,5.48,0.725,True,0.609,0.841,False,False,True,False
CO/C(=C\c1ccccc1C12C3C(C#N)C1C1(C#N)C3C12)C(=O)Oc1ccc(N=Nc2ccc(O)cc2)cc1,B0_baseline,390.71,48.89,76.6,-4.28,5.02,358.91,4.06,-1.72,514.5,5.81,0.753,True,0.743,0.763,False,False,False,False
N#CC1=C(C23OC(C=C2C24C5C(C#N)C6C5C2C64C#N)C(C#N)=C3C#N)C2C=CC1C2,B0_baseline,397.67,66.41,75.3,-4.0,7.39,344.69,3.07,-3.3,399.4,2.59,0.786,True,0.727,0.845,False,False,False,False
NC(Cl)OC12C3C4CC3C1(C(F)(F)F)C42,B0_baseline,301.38,70.41,79.1,-4.0,5.77,326.66,2.99,-2.97,239.6,1.68,0.862,True,0.857,0.868,False,False,False,False
COC(=O)C12C3C4CC1C4(O)C32,B0_baseline,295.64,76.06,75.3,-4.0,5.17,299.57,2.38,-3.87,166.2,-0.21,0.794,True,0.767,0.82,False,False,False,False
O=C(O)c1cc(-c2nccc(O)c2C(=O)O)ccc1O,B0_baseline,387.8,90.18,78.3,-5.34,2.35,322.37,4.03,-3.27,275.2,1.56,0.661,True,0.673,0.649,True,False,True,False
C1=CC2(C34C=CC(C3)N=C4c3cc(C45C6CC7C6C4C75)cs3)C=CC1C2,B0_baseline,318.06,91.3,75.0,-4.0,7.24,348.83,3.94,-1.49,355.5,4.76,0.845,True,0.849,0.841,False,False,False,False
CCC1=C(c2cccnc2)C2C=CC1C2,B0_baseline,321.05,58.91,72.3,-4.06,4.39,311.85,3.97,-1.45,197.3,3.45,0.613,True,0.467,0.76,True,False,True,False
N#CC1=C(C#N)C2(c3ccsc3)C=CC1O2,B0_baseline,393.21,71.02,75.0,-4.0,5.19,336.04,3.77,-2.48,226.3,2.26,0.78,True,0.745,0.815,False,False,False,False
COc1ccc(-c2ccc(N=Nc3ccc(N(C)C)cc3)c(C3C4C=CC3(C3=C(C#N)C5C=CC3C5)C(S#N)=C4S#N)c2)cc1,B0_baseline,427.82,65.1,74.6,-4.21,6.23,350.16,4.31,0.42,626.8,9.78,0.697,True,0.645,0.75,False,False,True,False
N#CC1=C(c2cccc(-c3cccc(C(=O)O)c3O)c2)C2C=CC1C2,B0_baseline,373.65,61.04,74.9,-4.0,4.16,337.12,4.07,-1.7,329.4,4.24,0.587,True,0.444,0.729,True,False,True,False
COC(=O)c1cccc(C(=O)C23C4CC5C4C2C53N(C)N)c1,B0_baseline,401.8,72.14,75.0,-4.0,4.65,329.19,3.88,-3.74,298.3,1.1,0.7,True,0.698,0.702,False,False,False,False
CN(C)C12C3CC4C3C1C42C(=O)c1ccccc1C12C3C4CC(C)(C41)C32,B0_baseline,342.11,76.03,75.4,-4.0,5.79,341.65,4.21,-2.51,343.5,3.22,0.785,True,0.77,0.8,False,True,False,False
N#CC1=C(S#N)C2C=C(c3ccccc3)C1C2C1=C(c2cccs2)C2C=CC1O2,B0_baseline,388.76,68.28,75.2,-4.0,5.94,363.57,4.15,-1.11,412.5,5.79,0.685,True,0.635,0.735,False,False,True,False
COC(=O)C12C=CC(C=C1C)C2,B0_baseline,258.44,79.07,75.0,-4.0,5.13,269.14,2.89,-2.51,164.2,1.68,0.731,True,0.674,0.787,False,False,False,False
N#CC1=C(C#N)C2(c3ccccc3C(=O)C34C5CC6C5C3C64)C=NC1(/C(=C\c1ccccc1)C(=O)O)C2,B0_baseline,401.65,70.18,74.1,-4.01,6.1,357.26,4.16,-2.56,483.5,4.36,0.803,True,0.829,0.778,False,True,False,False
COC(=O)C1=CC2CC1C=C2C12CC3(OC(=O)c4nccc(-c5cccc(C(=O)O)c5O)c4O)C4C(C41)C32,B0_baseline,398.52,76.67,79.2,-4.0,6.02,336.58,4.02,-3.47,513.5,3.32,0.758,True,0.726,0.789,False,True,False,False
COc1ccc(C23C=CC(C(c4ccccc4)=C2)C3Cl)cc1,B0_baseline,356.51,66.51,73.5,-4.0,4.35,328.33,4.2,-1.16,308.8,4.82,0.645,True,0.69,0.6,True,False,True,False
COC(=O)C1=CC2C=C(c3cccc(C4(C#N)C5C6C4C4(C#N)C5C64C#N)c3C(=O)CC(=O)c3ccccc3)C1C2,B0_baseline,401.87,70.0,75.2,-4.0,6.27,346.07,4.08,-2.73,537.6,4.58,0.758,True,0.743,0.772,False,True,False,False
CN(C)c1ccc(N=Nc2ccccc2)cc1CC1=CC2C=CC1(C13C4C5C(C4C(C)(C)C)C1C53)C2,B0_baseline,365.36,48.13,75.1,-4.24,6.09,352.69,4.06,0.08,475.7,8.0,0.764,True,0.726,0.803,False,False,False,False
COC(=O)C1=CC2CC1C(O)=C2C1C2C=CC1C(C#N)=C2C#N,B0_baseline,407.67,72.37,74.9,-4.0,5.9,361.75,3.0,-2.92,306.3,2.32,0.697,True,0.612,0.782,False,False,True,False
O=C(c1ccccn1)C12C=CC(C1)C(Cl)=C2,B0_baseline,329.5,72.15,75.0,-4.0,4.89,334.3,3.9,-2.01,231.7,2.96,0.733,True,0.709,0.757,False,False,False,False
N#Cc1csc(C2=CC3C=CC2C3)c1C1=C(c2cccs2)C2C=CC1C2,B0_baseline,364.15,69.07,75.0,-4.0,5.93,358.02,4.29,-0.43,371.5,6.39,0.596,True,0.48,0.712,False,False,True,False
N#CC1=C(C#N)C2CC1C=C2c1cscc1C12C=CC(C(C#N)=C1C#N)C2C(F)(F)F,B0_baseline,360.59,69.17,82.0,-4.02,6.41,345.8,3.95,-1.73,432.4,5.08,0.819,True,0.787,0.851,False,False,False,False
C1=CC2(C34C=CC(C3)[SH]=C4)CC1C=C2c1cc(C23C4CC5C4C2C53)cs1,B0_baseline,298.64,103.24,75.0,-4.0,7.64,352.58,4.09,-1.39,374.6,5.07,0.864,True,0.867,0.862,False,False,False,False
CC12C3CC4C3C1C42c1csc(C2=CC3C=CC2(C24C=CC(C=C2C#N)C4)C3)c1,B0_baseline,298.79,83.17,75.6,-4.0,7.39,364.94,4.22,-0.92,393.6,5.89,0.825,True,0.803,0.847,False,False,False,False
N#CC1=C(C#N)C2(c3ccsc3)CC1C=[SH]2,B0_baseline,348.88,63.4,75.0,-4.0,5.8,337.67,3.78,-2.35,244.3,2.59,0.779,True,0.741,0.818,False,False,False,False
CCCCC(CC)COC(=O)C12C3C4C3C1C4N2C1(C#N)C2C3C4C2C4(C#N)C31,B0_baseline,406.09,77.34,75.2,-4.0,6.08,321.96,3.06,-3.24,389.5,2.58,0.69,True,0.681,0.7,False,False,False,False
N#CC1=C(S#N)C2C=CC1C2C1(C#N)C2C3C1C1(C(=O)c4ccccc4)C3C21C#N,B0_baseline,402.92,88.71,75.3,-4.0,6.55,349.1,3.96,-2.47,406.5,3.82,0.779,True,0.762,0.796,False,False,False,False
N#CC1=C(c2cccc(-c3cccc(C(=O)O)c3O)c2)C2C=CC1C2C1=CC2C=C(c3ccccc3)C1C2,B0_baseline,382.49,64.58,74.9,-4.0,5.56,346.79,4.0,-0.66,495.6,7.13,0.737,True,0.697,0.778,False,False,False,False
CC(Cl)OC12C3C1C1CC3C12c1ccccc1N=Nc1ccc(O)cc1,B0_baseline,382.61,50.67,73.8,-4.23,4.67,337.31,3.78,-1.18,366.8,5.29,0.724,True,0.667,0.781,False,False,False,False
N#CC1=C(C23NC(C=C2Oc2ccccc2C(=O)O)C(S#N)=C3C#N)C2C=CC1C2,B0_baseline,396.35,70.9,75.3,-4.0,6.05,343.91,3.95,-2.82,414.4,3.39,0.747,True,0.697,0.797,False,False,False,False
ClSC(Cl)OC12C3C4CC3C1C42,B0_baseline,302.12,75.08,75.3,-4.0,5.9,329.14,3.69,-2.16,223.1,2.68,0.878,True,0.887,0.869,False,False,False,False
CN(C)c1ccc(N=Nc2cccc(C34C5C6C3C4(C#N)C5C6(S#N)C3C4C=CC3C(S#N)=C4C#N)c2)cc1,B0_baseline,430.18,54.68,74.5,-4.25,6.73,353.76,4.14,-1.19,545.7,6.81,0.728,True,0.694,0.761,False,False,False,False
CCCCC(COC(=O)OC(=O)c1ccccc1O)C(C)C12C=CC(C=C1c1cccc(N=Nc3ccc(O)cc3)c1)C2O,B0_baseline,407.41,50.14,74.0,-4.33,5.44,327.76,4.36,-0.75,596.7,7.88,0.682,True,0.71,0.654,False,False,False,False
CC1=CC2C=C(CC3=CC4C=CC3C4)C1C2,B0_baseline,250.89,78.5,76.0,-4.0,6.36,324.78,4.09,-1.12,210.3,4.03,0.759,True,0.636,0.881,False,False,True,False
CCCCC(CC)COC(=O)C1=CC2C=C(c3sccc3CC)C1C2,B0_baseline,329.33,64.33,75.0,-4.0,4.96,338.86,4.17,-0.61,358.5,6.03,0.515,True,0.45,0.581,False,False,True,False
CCC(COC(=O)c1ccccc1C(=O)c1ccccc1)SC(CC)c1ccsc1,B0_baseline,392.13,79.49,75.9,-5.05,3.37,346.71,4.27,-0.55,438.6,6.8,0.699,True,0.747,0.651,True,False,False,False
COC(=O)C1(C#N)C2C3C1C1(c4cc(C56C=CC(C(C#N)=C5C#N)C6C(F)(F)F)cs4)C3C21C#N,B0_baseline,371.18,68.8,79.3,-4.03,6.84,334.56,3.92,-3.09,490.5,3.66,0.825,True,0.814,0.835,False,False,False,False
N#CC1=C(S#N)C2C=CC1C2C1=C(c2cncs2)C2C=CC1C2C1C2C=CC1C(c1cccs1)=C2,B0_baseline,401.45,45.52,75.3,-4.16,7.14,374.77,4.26,-0.59,507.7,7.33,0.733,True,0.686,0.78,False,False,False,False
N#CC1=C(C#N)C2(c3csc(C45C6C(S#N)C7C6C4C75C#N)c3)C=CC1C2C(F)(F)F,B0_baseline,372.85,72.24,79.5,-4.03,7.08,332.4,4.04,-2.23,452.5,4.56,0.846,True,0.831,0.862,False,False,False,False
CN(C)c1ccc(N=Nc2ccccc2C23C=CC(C2)C(C24C=CC(C2)C(S#N)=C4C#N)=C3C#N)cc1C1=CC2C=C(C#N)C1C2,B0_baseline,407.55,56.95,74.8,-4.26,7.22,345.77,4.18,-0.16,615.8,8.87,0.793,True,0.77,0.817,False,False,False,False
CC1=CC2C=CC1C2C12C3C(C#N)C4C3C1C42C#N,B0_baseline,255.56,86.28,75.0,-4.0,6.86,328.5,3.01,-2.41,246.3,2.52,0.823,True,0.796,0.85,False,False,False,False
CSOC12C3C4C(C)C(C56C=C(C#N)C(C=C5c5cccc(O)c5C(=O)O)C6)(C41)C32,B0_baseline,398.35,71.7,74.9,-4.0,6.51,353.89,3.96,-2.33,419.5,4.12,0.81,True,0.805,0.816,False,False,False,False
N#CC1C2C3C4C2C1(C1C2C=CC1C=C2)C34C#N,B0_baseline,287.48,73.88,75.0,-4.0,6.73,331.48,3.04,-2.6,232.3,2.13,0.83,True,0.805,0.855,False,False,False,False
CC1=CC2(CSOC34C5C6CC(C78C=CC(C7)C(C#N)=C8)(C63)C54)C=CC1C2,B0_baseline,311.62,91.97,75.7,-4.0,7.66,359.29,4.2,-1.55,373.5,4.83,0.799,True,0.734,0.863,False,False,False,False
COOc1cc(Cl)ccc1C(=O)OC12C3CC4C3C1C42,B0_baseline,358.04,73.62,75.2,-4.0,4.67,335.06,3.76,-2.57,292.7,2.7,0.731,True,0.721,0.74,False,False,False,False
CCCCC(CC)COC(=O)C1=CC2C=C(c3cccs3)C1N2,B0_baseline,338.93,65.71,78.5,-4.02,4.89,348.04,3.83,-1.76,331.5,4.17,0.49,True,0.422,0.557,False,False,True,False
CCC1=CC2C(S#N)=C(C#N)C1C2C1=C(c2cccs2)C2C(C#N)=CC1C2CC1=CC2C=CC1C2,B0_baseline,374.85,66.95,79.8,-4.0,7.24,361.46,4.2,-0.34,491.7,7.55,0.707,True,0.639,0.775,False,False,True,False
CCOC12C=CC(C1)C(C1C3C=C(c4ccccc4)C1C(C#N)=C3S#N)=C2c1sccc1C(C)(C)S,B0_baseline,413.93,41.07,74.3,-4.0,6.41,359.71,4.29,-0.26,528.8,7.98,0.791,True,0.77,0.812,False,False,False,False
N#CC1=C(C#N)C2(C34C5C(C#N)C6C5C3C64C#N)CC1(c1ccccc1C(=O)C13C4CC5C4C1C53)C=N2,B0_baseline,391.09,68.01,74.3,-4.01,7.22,343.2,3.72,-3.24,477.5,3.35,0.844,True,0.851,0.838,False,False,False,False
