SMILES,lambda_max,delta_h,pss_z,k_thermal,donor,acceptor,scaffold,system_type,source_id,calc_method
COc1cccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)c1,349.0,59.13,75.0,0.0001,3-Methoxyphenyl,Isopropyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COc1cccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)c1,349.0,69.13,75.0,0.0001,3-Methoxyphenyl,Isopropyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COc1cccc(C2=C(C(=O)OC(C)C)C3CC2(C)C=C3C)c1,349.0,52.65,75.0,0.0001,3-Methoxyphenyl,Isopropyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COc1cccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3)c1,363.0,58.5,75.0,0.0001,3-Methoxyphenyl,Phenylsulfonyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COc1cccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3(C)C)c1,363.0,127.27,75.0,0.0001,3-Methoxyphenyl,Phenylsulfonyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COc1cccc(C2=C(S(=O)(=O)c3ccccc3)C3CC2(C)C=C3C)c1,363.0,60.5,75.0,0.0001,3-Methoxyphenyl,Phenylsulfonyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COc1cccc(C2=C(c3nccs3)C3C=CC2C3)c1,357.0,79.5,75.0,0.0001,3-Methoxyphenyl,2-Thiazolyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COc1cccc(C2=C(c3nccs3)C3C=CC2C3(C)C)c1,357.0,68.89,75.0,0.0001,3-Methoxyphenyl,2-Thiazolyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COc1cccc(C2=C(c3nccs3)C3CC2(C)C=C3C)c1,357.0,59.5,75.0,0.0001,3-Methoxyphenyl,2-Thiazolyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2cccc(OC)c2)C2C=CC1C2,347.0,59.05,75.0,0.0001,3-Methoxyphenyl,Ethylamide,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2cccc(OC)c2)C2C=CC1C2(C)C,347.0,63.5,75.0,0.0001,3-Methoxyphenyl,Ethylamide,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2cccc(OC)c2)C2(C)C=C(C)C1C2,347.0,75.5,75.0,0.0001,3-Methoxyphenyl,Ethylamide,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C#N)C2C=CC1C2,290.0,102.92,75.0,0.0001,Methyl,Cyano,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C#N)C2C=CC1C2(C)C,290.0,36.7,75.0,0.0001,Methyl,Cyano,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C#N)=C2C,290.0,97.78,75.0,0.0001,Methyl,Cyano,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(C)C2C=CC1C2,293.0,115.02,75.0,0.0001,Methyl,Methyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(C)C2C=CC1C2(C)C,293.0,49.05,75.0,0.0001,Methyl,Methyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(C)C2(C)C=C(C)C1C2,293.0,112.79,75.0,0.0001,Methyl,Methyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(C)C2C=CC1C2,293.0,66.5,75.0,0.0001,Methyl,Ethyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(C)C2C=CC1C2(C)C,293.0,79.5,75.0,0.0001,Methyl,Ethyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(C)C2(C)C=C(C)C1C2,293.0,111.24,75.0,0.0001,Methyl,Ethyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(=O)C1=C(C)C2C=CC1C2,295.0,87.6,75.0,0.0001,Methyl,Acetyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(=O)C1=C(C)C2C=CC1C2(C)C,295.0,65.5,75.0,0.0001,Methyl,Acetyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(=O)C1=C(C)C2(C)C=C(C)C1C2,295.0,75.05,75.0,0.0001,Methyl,Acetyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C(F)(F)F)C2C=CC1C2,280.0,75.5,75.0,0.0001,Methyl,Trifluoromethyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C(F)(F)F)C2C=CC1C2(C)C,280.0,113.23,75.0,0.0001,Methyl,Trifluoromethyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(F)(F)F)=C2C,280.0,67.5,75.0,0.0001,Methyl,Trifluoromethyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(S(C)(=O)=O)C2C=CC1C2,285.0,76.5,75.0,0.0001,Methyl,Methylsulfonyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(S(C)(=O)=O)C2C=CC1C2(C)C,285.0,60.5,75.0,0.0001,Methyl,Methylsulfonyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2C,285.0,61.5,75.0,0.0001,Methyl,Methylsulfonyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C(N)=O)C2C=CC1C2,289.0,65.5,75.0,0.0001,Methyl,Carboxamide,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C(N)=O)C2C=CC1C2(C)C,289.0,33.08,75.0,0.0001,Methyl,Carboxamide,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(N)=O)=C2C,289.0,94.0,75.0,0.0001,Methyl,Carboxamide,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2ccc(C#N)cc2)C2C=CC1C2,320.0,77.5,75.0,0.0001,Methyl,4-Cyanophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2ccc(C#N)cc2)C2C=CC1C2(C)C,320.0,65.52,75.0,0.0001,Methyl,4-Cyanophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccc(C#N)cc1)=C2C,320.0,58.5,75.0,0.0001,Methyl,4-Cyanophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2ccc([N+](=O)[O-])cc2)C2C=CC1C2,325.0,60.5,75.0,0.0001,Methyl,4-Nitrophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2ccc([N+](=O)[O-])cc2)C2C=CC1C2(C)C,325.0,65.37,75.0,0.0001,Methyl,4-Nitrophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccc([N+](=O)[O-])cc1)=C2C,325.0,71.5,75.0,0.0001,Methyl,4-Nitrophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2ccc(C(F)(F)F)cc2)C2C=CC1C2,313.0,78.5,75.0,0.0001,Methyl,4-Trifluoromethylphenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2ccc(C(F)(F)F)cc2)C2C=CC1C2(C)C,313.0,65.73,75.0,0.0001,Methyl,4-Trifluoromethylphenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccc(C(F)(F)F)cc1)=C2C,313.0,74.5,75.0,0.0001,Methyl,4-Trifluoromethylphenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C(=O)c2ccccc2)C2C=CC1C2,310.0,64.04,75.0,0.0001,Methyl,Benzoyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C(=O)c2ccccc2)C2C=CC1C2(C)C,310.0,63.5,75.0,0.0001,Methyl,Benzoyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2C,310.0,58.24,75.0,0.0001,Methyl,Benzoyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2ccccn2)C2C=CC1C2,303.0,64.0,75.0,0.0001,Methyl,2-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2ccccn2)C2C=CC1C2(C)C,303.0,66.03,75.0,0.0001,Methyl,2-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccccn1)=C2C,303.0,56.16,75.0,0.0001,Methyl,2-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2ccncc2)C2C=CC1C2,305.0,60.5,75.0,0.0001,Methyl,4-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2ccncc2)C2C=CC1C2(C)C,305.0,65.97,75.0,0.0001,Methyl,4-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccncc1)=C2C,305.0,79.5,75.0,0.0001,Methyl,4-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C(=O)O)C2C=CC1C2,290.0,74.5,75.0,0.0001,Methyl,Carboxylic acid,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C(=O)O)C2C=CC1C2(C)C,290.0,79.5,75.0,0.0001,Methyl,Carboxylic acid,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)O)=C2C,290.0,111.98,75.0,0.0001,Methyl,Carboxylic acid,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(C)C2C=CC1C2,295.0,66.5,75.0,0.0001,Methyl,Ethylhexyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(C)C2C=CC1C2(C)C,295.0,49.28,75.0,0.0001,Methyl,Ethylhexyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(C)C2(C)C=C(C)C1C2,295.0,94.49,75.0,0.0001,Methyl,Ethylhexyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2cccc(C#N)c2)C2C=CC1C2,317.0,60.5,75.0,0.0001,Methyl,3-Cyanophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2cccc(C#N)c2)C2C=CC1C2(C)C,317.0,65.61,75.0,0.0001,Methyl,3-Cyanophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1cccc(C#N)c1)=C2C,317.0,67.5,75.0,0.0001,Methyl,3-Cyanophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C(=O)OC(C)C)C2C=CC1C2,293.0,61.5,75.0,0.0001,Methyl,Isopropyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(C(=O)OC(C)C)C2C=CC1C2(C)C,293.0,49.27,75.0,0.0001,Methyl,Isopropyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2C,293.0,108.78,75.0,0.0001,Methyl,Isopropyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(S(=O)(=O)c2ccccc2)C2C=CC1C2,307.0,65.5,75.0,0.0001,Methyl,Phenylsulfonyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(S(=O)(=O)c2ccccc2)C2C=CC1C2(C)C,307.0,147.98,75.0,0.0001,Methyl,Phenylsulfonyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(S(=O)(=O)c1ccccc1)=C2C,307.0,69.5,75.0,0.0001,Methyl,Phenylsulfonyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2nccs2)C2C=CC1C2,301.0,64.84,75.0,0.0001,Methyl,2-Thiazolyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=C(c2nccs2)C2C=CC1C2(C)C,301.0,60.5,75.0,0.0001,Methyl,2-Thiazolyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1nccs1)=C2C,301.0,47.65,75.0,0.0001,Methyl,2-Thiazolyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(C)C2C=CC1C2,291.0,115.14,75.0,0.0001,Methyl,Ethylamide,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(C)C2C=CC1C2(C)C,291.0,80.5,75.0,0.0001,Methyl,Ethylamide,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(C)C2(C)C=C(C)C1C2,291.0,91.22,75.0,0.0001,Methyl,Ethylamide,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C#N)C2C=CC1C2,292.0,102.55,75.0,0.0001,Ethyl,Cyano,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C#N)C2C=CC1C2(C)C,292.0,36.39,75.0,0.0001,Ethyl,Cyano,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C#N)C2CC1(C)C=C2C,292.0,96.7,75.0,0.0001,Ethyl,Cyano,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(=O)OC)C2C=CC1C2,295.0,64.5,75.0,0.0001,Ethyl,Methyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(=O)OC)C2C=CC1C2(C)C,295.0,68.5,75.0,0.0001,Ethyl,Methyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(=O)OC)C2CC1(C)C=C2C,295.0,101.27,75.0,0.0001,Ethyl,Methyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(CC)C2C=CC1C2,295.0,114.78,75.0,0.0001,Ethyl,Ethyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(CC)C2C=CC1C2(C)C,295.0,51.32,75.0,0.0001,Ethyl,Ethyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(CC)C2(C)C=C(C)C1C2,295.0,107.38,75.0,0.0001,Ethyl,Ethyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(C)=O)C2C=CC1C2,297.0,68.1,75.0,0.0001,Ethyl,Acetyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(C)=O)C2C=CC1C2(C)C,297.0,76.5,75.0,0.0001,Ethyl,Acetyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(C)=O)C2CC1(C)C=C2C,297.0,81.88,75.0,0.0001,Ethyl,Acetyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(F)(F)F)C2C=CC1C2,282.0,58.5,75.0,0.0001,Ethyl,Trifluoromethyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(F)(F)F)C2C=CC1C2(C)C,282.0,77.5,75.0,0.0001,Ethyl,Trifluoromethyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(F)(F)F)C2CC1(C)C=C2C,282.0,59.5,75.0,0.0001,Ethyl,Trifluoromethyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(S(C)(=O)=O)C2C=CC1C2,287.0,72.5,75.0,0.0001,Ethyl,Methylsulfonyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(S(C)(=O)=O)C2C=CC1C2(C)C,287.0,76.5,75.0,0.0001,Ethyl,Methylsulfonyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(S(C)(=O)=O)C2CC1(C)C=C2C,287.0,68.5,75.0,0.0001,Ethyl,Methylsulfonyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(N)=O)C2C=CC1C2,291.0,107.22,75.0,0.0001,Ethyl,Carboxamide,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(N)=O)C2C=CC1C2(C)C,291.0,79.5,75.0,0.0001,Ethyl,Carboxamide,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(N)=O)C2CC1(C)C=C2C,291.0,103.36,75.0,0.0001,Ethyl,Carboxamide,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccc(C#N)cc2)C2C=CC1C2,322.0,60.5,75.0,0.0001,Ethyl,4-Cyanophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccc(C#N)cc2)C2C=CC1C2(C)C,322.0,65.62,75.0,0.0001,Ethyl,4-Cyanophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccc(C#N)cc2)C2CC1(C)C=C2C,322.0,65.62,75.0,0.0001,Ethyl,4-Cyanophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccc([N+](=O)[O-])cc2)C2C=CC1C2,327.0,72.5,75.0,0.0001,Ethyl,4-Nitrophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccc([N+](=O)[O-])cc2)C2C=CC1C2(C)C,327.0,65.47,75.0,0.0001,Ethyl,4-Nitrophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccc([N+](=O)[O-])cc2)C2CC1(C)C=C2C,327.0,63.5,75.0,0.0001,Ethyl,4-Nitrophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccc(C(F)(F)F)cc2)C2C=CC1C2,315.0,58.5,75.0,0.0001,Ethyl,4-Trifluoromethylphenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccc(C(F)(F)F)cc2)C2C=CC1C2(C)C,315.0,64.5,75.0,0.0001,Ethyl,4-Trifluoromethylphenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccc(C(F)(F)F)cc2)C2CC1(C)C=C2C,315.0,65.5,75.0,0.0001,Ethyl,4-Trifluoromethylphenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(=O)c2ccccc2)C2C=CC1C2,312.0,79.5,75.0,0.0001,Ethyl,Benzoyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(=O)c2ccccc2)C2C=CC1C2(C)C,312.0,77.5,75.0,0.0001,Ethyl,Benzoyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(=O)c2ccccc2)C2CC1(C)C=C2C,312.0,78.5,75.0,0.0001,Ethyl,Benzoyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccccn2)C2C=CC1C2,305.0,61.5,75.0,0.0001,Ethyl,2-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccccn2)C2C=CC1C2(C)C,305.0,66.13,75.0,0.0001,Ethyl,2-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccccn2)C2CC1(C)C=C2C,305.0,65.31,75.0,0.0001,Ethyl,2-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccncc2)C2C=CC1C2,307.0,73.5,75.0,0.0001,Ethyl,4-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccncc2)C2C=CC1C2(C)C,307.0,66.07,75.0,0.0001,Ethyl,4-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(c2ccncc2)C2CC1(C)C=C2C,307.0,66.5,75.0,0.0001,Ethyl,4-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(=O)O)C2C=CC1C2,292.0,114.07,75.0,0.0001,Ethyl,Carboxylic acid,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(=O)O)C2C=CC1C2(C)C,292.0,56.24,75.0,0.0001,Ethyl,Carboxylic acid,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCC1=C(C(=O)O)C2CC1(C)C=C2C,292.0,124.24,75.0,0.0001,Ethyl,Carboxylic acid,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(CC)C2C=CC1C2,297.0,119.7,75.0,0.0001,Ethyl,Ethylhexyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
