SMILES,lambda_max,delta_h,pss_z,k_thermal,system_type,source_id,calc_method,compound_name
CCOc1ccc(C2=C(S(C)(=O)=O)C3CC2(C)C=C3C)cc1,349.0,135.53,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_497
CCOc1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1,353.0,68.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_498
CCOc1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1,353.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_499
CCOc1ccc(C2=C(C(N)=O)C3CC2(C)C=C3C)cc1,353.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_500
CCOc1ccc(C2=C(c3ccc(C#N)cc3)C3C=CC2C3)cc1,384.0,79.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_501
CCOc1ccc(C2=C(c3ccc(C#N)cc3)C3C=CC2C3(C)C)cc1,384.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_502
CCOc1ccc(C2=C(c3ccc(C#N)cc3)C3CC2(C)C=C3C)cc1,384.0,65.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_503
CCOc1ccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3C=CC2C3)cc1,389.0,68.57,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_504
CCOc1ccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3C=CC2C3(C)C)cc1,389.0,71.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_505
CCOc1ccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3CC2(C)C=C3C)cc1,389.0,81.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_506
CCOc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3)cc1,377.0,68.93,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_507
CCOc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3(C)C)cc1,377.0,68.93,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_508
CCOc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3CC2(C)C=C3C)cc1,377.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_509
CCOc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)cc1,374.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_510
CCOc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)cc1,374.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_511
CCOc1ccc(C2=C(C(=O)c3ccccc3)C3CC2(C)C=C3C)cc1,374.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_512
CCOc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,367.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_513
CCOc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1,367.0,69.23,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_514
CCOc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1,367.0,30.15,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_515
CCOc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,369.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_516
CCOc1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1,369.0,69.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_517
CCOc1ccc(C2=C(c3ccncc3)C3CC2(C)C=C3C)cc1,369.0,69.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_518
CCOc1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1,354.0,59.21,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_519
CCOc1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1,354.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_520
CCOc1ccc(C2=C(C(=O)O)C3CC2(C)C=C3C)cc1,354.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_521
CCCCC(CC)COC(=O)C1=C(c2ccc(OCC)cc2)C2C=CC1C2,359.0,68.01,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_522
CCCCC(CC)COC(=O)C1=C(c2ccc(OCC)cc2)C2C=CC1C2(C)C,359.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_523
CCCCC(CC)COC(=O)C1=C(c2ccc(OCC)cc2)C2(C)C=C(C)C1C2,359.0,56.29,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_524
CCOc1ccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3)cc1,381.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_525
CCOc1ccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3(C)C)cc1,381.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_526
CCOc1ccc(C2=C(c3cccc(C#N)c3)C3CC2(C)C=C3C)cc1,381.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_527
CCOc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)cc1,357.0,73.64,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_528
CCOc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)cc1,357.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_529
CCOc1ccc(C2=C(C(=O)OC(C)C)C3CC2(C)C=C3C)cc1,357.0,58.19,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_530
CCOc1ccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3)cc1,371.0,61.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_531
CCOc1ccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3(C)C)cc1,371.0,115.07,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_532
CCOc1ccc(C2=C(S(=O)(=O)c3ccccc3)C3CC2(C)C=C3C)cc1,371.0,80.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_533
CCOc1ccc(C2=C(c3nccs3)C3C=CC2C3)cc1,365.0,63.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_534
CCOc1ccc(C2=C(c3nccs3)C3C=CC2C3(C)C)cc1,365.0,69.29,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_535
CCOc1ccc(C2=C(c3nccs3)C3CC2(C)C=C3C)cc1,365.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_536
CCNC(=O)C1=C(c2ccc(OCC)cc2)C2C=CC1C2,355.0,64.68,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_537
CCNC(=O)C1=C(c2ccc(OCC)cc2)C2C=CC1C2(C)C,355.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_538
CCNC(=O)C1=C(c2ccc(OCC)cc2)C2(C)C=C(C)C1C2,355.0,76.81,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_539
N#CC1=C(c2ccc(O)cc2)C2C=CC1C2,348.0,62.67,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_540
CC1(C)C2C=CC1C(c1ccc(O)cc1)=C2C#N,348.0,69.32,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_541
CC1=CC2(C)CC1C(C#N)=C2c1ccc(O)cc1,348.0,59.97,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_542
COC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2,351.0,64.31,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_543
COC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2(C)C,351.0,69.23,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_544
COC(=O)C1=C(c2ccc(O)cc2)C2(C)C=C(C)C1C2,351.0,67.66,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_545
CCOC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2,351.0,64.28,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_546
CCOC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2(C)C,351.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_547
CCOC(=O)C1=C(c2ccc(O)cc2)C2(C)C=C(C)C1C2,351.0,60.76,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_548
CC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2,353.0,42.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_549
CC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2(C)C,353.0,69.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_550
CC(=O)C1=C(c2ccc(O)cc2)C2(C)C=C(C)C1C2,353.0,43.56,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_551
Oc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1,338.0,133.96,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_552
CC1(C)C2C=CC1C(C(F)(F)F)=C2c1ccc(O)cc1,338.0,69.07,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_553
CC1=CC2(C)CC1C(C(F)(F)F)=C2c1ccc(O)cc1,338.0,127.44,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_554
CS(=O)(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2,343.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_555
CC1(C)C2C=CC1C(S(C)(=O)=O)=C2c1ccc(O)cc1,343.0,104.57,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_556
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(O)cc1,343.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_557
NC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2,347.0,56.68,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_558
CC1(C)C2C=CC1C(c1ccc(O)cc1)=C2C(N)=O,347.0,69.35,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_559
CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(O)cc1,347.0,70.16,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_560
N#Cc1ccc(C2=C(c3ccc(O)cc3)C3C=CC2C3)cc1,378.0,68.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_561
CC1(C)C2C=CC1C(c1ccc(C#N)cc1)=C2c1ccc(O)cc1,378.0,68.42,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_562
CC1=CC2(C)CC1C(c1ccc(C#N)cc1)=C2c1ccc(O)cc1,378.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_563
O=[N+]([O-])c1ccc(C2=C(c3ccc(O)cc3)C3C=CC2C3)cc1,383.0,68.27,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_564
CC1(C)C2C=CC1C(c1ccc([N+](=O)[O-])cc1)=C2c1ccc(O)cc1,383.0,68.27,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_565
CC1=CC2(C)CC1C(c1ccc([N+](=O)[O-])cc1)=C2c1ccc(O)cc1,383.0,81.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_566
Oc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3)cc1,371.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_567
CC1(C)C2C=CC1C(c1ccc(C(F)(F)F)cc1)=C2c1ccc(O)cc1,371.0,68.63,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_568
CC1=CC2(C)CC1C(c1ccc(C(F)(F)F)cc1)=C2c1ccc(O)cc1,371.0,68.63,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_569
O=C(C1=C(c2ccc(O)cc2)C2C=CC1C2)c1ccccc1,368.0,63.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_570
CC1(C)C2C=CC1C(c1ccc(O)cc1)=C2C(=O)c1ccccc1,368.0,68.72,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_571
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1ccc(O)cc1,368.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_572
Oc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,361.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_573
CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccc(O)cc1,361.0,68.93,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_574
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(O)cc1,361.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_575
Oc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,363.0,65.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_576
CC1(C)C2C=CC1C(c1ccc(O)cc1)=C2c1ccncc1,363.0,68.87,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_577
CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(O)cc1,363.0,68.87,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_578
O=C(O)C1=C(c2ccc(O)cc2)C2C=CC1C2,348.0,73.52,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_579
CC1(C)C2C=CC1C(c1ccc(O)cc1)=C2C(=O)O,348.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_580
CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(O)cc1,348.0,65.41,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_581
CCCCC(CC)COC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2,353.0,61.48,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_582
CCCCC(CC)COC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2(C)C,353.0,69.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_583
CCCCC(CC)COC(=O)C1=C(c2ccc(O)cc2)C2(C)C=C(C)C1C2,353.0,48.57,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_584
N#Cc1cccc(C2=C(c3ccc(O)cc3)C3C=CC2C3)c1,375.0,63.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_585
CC1(C)C2C=CC1C(c1cccc(C#N)c1)=C2c1ccc(O)cc1,375.0,80.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_586
CC1=CC2(C)CC1C(c1cccc(C#N)c1)=C2c1ccc(O)cc1,375.0,79.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_587
CC(C)OC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2,351.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_588
CC(C)OC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2(C)C,351.0,79.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_589
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(O)cc1,351.0,52.38,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_590
O=S(=O)(C1=C(c2ccc(O)cc2)C2C=CC1C2)c1ccccc1,365.0,68.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_591
CC1(C)C2C=CC1C(S(=O)(=O)c1ccccc1)=C2c1ccc(O)cc1,365.0,83.75,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_592
CC1=CC2(C)CC1C(S(=O)(=O)c1ccccc1)=C2c1ccc(O)cc1,365.0,79.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_593
Oc1ccc(C2=C(c3nccs3)C3C=CC2C3)cc1,359.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_594
CC1(C)C2C=CC1C(c1nccs1)=C2c1ccc(O)cc1,359.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_595
CC1=CC2(C)CC1C(c1nccs1)=C2c1ccc(O)cc1,359.0,66.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_596
CCNC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2,349.0,74.22,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_597
CCNC(=O)C1=C(c2ccc(O)cc2)C2C=CC1C2(C)C,349.0,61.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_598
CCNC(=O)C1=C(c2ccc(O)cc2)C2(C)C=C(C)C1C2,349.0,65.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_599
COc1ccc(C2=C(C#N)C3C=CC2C3)cc1OC,358.0,64.29,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_600
COc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1OC,358.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_601
COc1ccc(C2=C(C#N)C3CC2(C)C=C3C)cc1OC,358.0,53.89,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_602
COC(=O)C1=C(c2ccc(OC)c(OC)c2)C2C=CC1C2,361.0,61.49,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_603
COC(=O)C1=C(c2ccc(OC)c(OC)c2)C2C=CC1C2(C)C,361.0,61.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_604
COC(=O)C1=C(c2ccc(OC)c(OC)c2)C2(C)C=C(C)C1C2,361.0,65.65,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_605
CCOC(=O)C1=C(c2ccc(OC)c(OC)c2)C2C=CC1C2,361.0,72.74,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_606
CCOC(=O)C1=C(c2ccc(OC)c(OC)c2)C2C=CC1C2(C)C,361.0,69.73,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_607
CCOC(=O)C1=C(c2ccc(OC)c(OC)c2)C2(C)C=C(C)C1C2,361.0,63.44,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_608
COc1ccc(C2=C(C(C)=O)C3C=CC2C3)cc1OC,363.0,81.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_609
COc1ccc(C2=C(C(C)=O)C3C=CC2C3(C)C)cc1OC,363.0,69.67,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_610
COc1ccc(C2=C(C(C)=O)C3CC2(C)C=C3C)cc1OC,363.0,30.8,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_611
COc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1OC,348.0,133.01,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_612
COc1ccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)cc1OC,348.0,68.15,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_613
COc1ccc(C2=C(C(F)(F)F)C3CC2(C)C=C3C)cc1OC,348.0,123.29,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_614
COc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3)cc1OC,353.0,63.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_615
COc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)cc1OC,353.0,109.79,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_616
COc1ccc(C2=C(S(C)(=O)=O)C3CC2(C)C=C3C)cc1OC,353.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_617
COc1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1OC,357.0,51.96,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_618
COc1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1OC,357.0,69.85,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_619
