SMILES,lambda_max,delta_h,pss_z,k_thermal,system_type,source_id,calc_method,compound_name,canonical_smiles
CCN(CC)C1=CC=C(/N=N/C2=CC=C(C#N)C=C2)C=C1,466.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_178,CCN(CC)c1ccc(/N=N/c2ccc(C#N)cc2)cc1
CN(C)C1=CC=C(/N=N/C2=CC=C(C(OC)=O)C=C2)C=C1,442.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_179,COC(=O)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1
FC(C=C1)=CC=C1/N=N/C2=CC=C(N(C)C)C=C2,407.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_180,CN(C)c1ccc(/N=N/c2ccc(F)cc2)cc1
CC(C=C1)=CC=C1/N=N/C2=CC=C(N(C)C)C=C2,400.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_181,Cc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1
CC(C=C1)=CC=C1/N=N/C2=CC=C(N(CC)CC)C=C2,411.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_182,CCN(CC)c1ccc(/N=N/c2ccc(C)cc2)cc1
CCN(CC)C1=CC=C(/N=N/C2=CC=C(N(CC)CC)C=C2)C=C1,426.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_183,CCN(CC)c1ccc(/N=N/c2ccc(N(CC)CC)cc2)cc1
NC1=CC=C(/N=N/C2=CC=C(N(CC)CC)C=C2)C=C1,412.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_184,CCN(CC)c1ccc(/N=N/c2ccc(N)cc2)cc1
CN(C)C1=CC=C(/N=N/C2=CC=C(N(CC)CC)C=C2)C=C1,420.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_185,CCN(CC)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1
CCN(CC)C(C=C1)=CC=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2,482.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_186,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1
O=[N+]([O-])C1=CC=C(/N=N/C2=CC=C(NCCC#N)C=C2)C=C1,455.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_187,N#CCCNc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1
OCCNC(C=C1)=CC=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2,503.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_188,O=[N+]([O-])c1ccc(/N=N/c2ccc(NCCO)cc2)cc1
NC1=CC=C(/N=N/C2=CC=C(N(C)C)C=C2)C=C1,410.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_189,CN(C)c1ccc(/N=N/c2ccc(N)cc2)cc1
NC1=CC=C(/N=N/C2=CC=C([N+]([O-])=O)C=C2)C=C1,441.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_190,Nc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1
CN(C)C(C=C1)=CC=C1/N=N/C2=CC=C(N(C)C)C=C2,455.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_191,CN(C)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1
CN(C)C(C=C1)=CC=C1/N=N/C2=CC=CC=C2[N+]([O-])=O,440.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_192,CN(C)c1ccc(/N=N/c2ccccc2[N+](=O)[O-])cc1
CN(C)C(C=C1)=CC=C1/N=N/C2=CC=CC([N+]([O-])=O)=C2,420.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_193,CN(C)c1ccc(/N=N/c2cccc([N+](=O)[O-])c2)cc1
CN(C)C(C=C1)=CC=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2,473.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_194,CN(C)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1
O=[N+]([O-])C1=CC=C(/N=N/C2=CC=C(C=C2)[N+]([O-])=O)C=C1,335.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_196,O=[N+]([O-])c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1
OC1=CC=C(/N=N/C2=CC=C(C=C2)[N+]([O-])=O)C=C1,382.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_197,O=[N+]([O-])c1ccc(/N=N/c2ccc(O)cc2)cc1
OC1=CC=C(/N=N/C2=CC=C(C=C2)O)C=C1,355.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_198,Oc1ccc(/N=N/c2ccc(O)cc2)cc1
CC1=C(/N=N/C2=C(C)C=C(C=C2)N(C)C)C=CC=C1,400.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_199,Cc1ccccc1/N=N/c1ccc(N(C)C)cc1C
OC1=C(/N=N/C2=CC(C)=CC(C)=C2)C=CC=C1,332.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_200,Cc1cc(C)cc(/N=N/c2ccccc2O)c1
OC1=C(/N=N/C2=CC=C(NC(C)=O)C=C2)C=C(C)C=C1,357.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_201,CC(=O)Nc1ccc(/N=N/c2cc(C)ccc2O)cc1
OC1=C(C(O)=O)C=C(/N=N/C2=CC=C([N+]([O-])=O)C=C2)C=C1,385.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_202,O=C(O)c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O
OC(C=C1)=CC=C1/N=N/C2=CC(C)=CC(C)=C2,351.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_203,Cc1cc(C)cc(/N=N/c2ccc(O)cc2)c1
CCN(CC)C(C=C1)=CC=C1/N=N/C2=C(C#N)C=C(C#N)C=C2,515.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_204,CCN(CC)c1ccc(/N=N/c2ccc(C#N)cc2C#N)cc1
CCN(CC)C(C=C1)=CC=C1/N=N/C2=C(C#N)C=CC(C#N)=C2,495.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_205,CCN(CC)c1ccc(/N=N/c2cc(C#N)ccc2C#N)cc1
CCN(CC)C(C=C1)=CC=C1/N=N/C2=C(C#N)C=CC=C2C#N,503.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_206,CCN(CC)c1ccc(/N=N/c2c(C#N)cccc2C#N)cc1
CCN(CC)C(C=C1)=CC=C1/N=N/C2=CC(C#N)=C(C#N)C=C2,500.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_207,CCN(CC)c1ccc(/N=N/c2ccc(C#N)c(C#N)c2)cc1
CCN(CC)C(C=C1)=CC=C1/N=N/C2=CC(C#N)=CC(C#N)=C2,478.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_208,CCN(CC)c1ccc(/N=N/c2cc(C#N)cc(C#N)c2)cc1
OC1=C(/N=N/C2=CC=C([N+]([O-])=O)C=C2)C=CC(O)=C1,432.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_209,O=[N+]([O-])c1ccc(/N=N/c2ccc(O)cc2O)cc1
CC1=C(/N=N/C2=CC=C(N(C)C)C=C2C)C=CC(Cl)=C1,411.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_210,Cc1cc(Cl)ccc1/N=N/c1ccc(N(C)C)cc1C
CC1=C(/N=N/C2=CC=C(N(C)C)C=C2C)C=CC([N+]([O-])=O)=C1,452.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_211,Cc1cc(N(C)C)ccc1/N=N/c1ccc([N+](=O)[O-])cc1C
CC1=C(/N=N/C2=CC=C(N(C)C)C=C2C)C=C([N+]([O-])=O)C=C1,425.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_212,Cc1cc(N(C)C)ccc1/N=N/c1cc([N+](=O)[O-])ccc1C
CC1=C(/N=N/C2=CC=C(N(C)C)C=C2C)C=CC(C)=C1,399.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_213,Cc1ccc(/N=N/c2ccc(N(C)C)cc2C)c(C)c1
CC1=CC(N(CC)CC)=CC=C1/N=N/C2=C(C#N)C=C(C#N)C=C2C#N,562.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_214,CCN(CC)c1ccc(/N=N/c2c(C#N)cc(C#N)cc2C#N)c(C)c1
OC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1/N=N/C2=C(O)C=CC(C)=C2,400.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_215,Cc1ccc(O)c(/N=N/c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)c1
OC(C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)=C1/N=N/C2=CC(C)=CC(NC(C)=O)=C2O,400.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_216,CC(=O)Nc1cc(C)cc(/N=N/c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)c1O
OC(C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)=C1/N=N/C2=CC(Cl)=C(N)C=C2N,492.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_217,Nc1cc(N)c(/N=N/c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)cc1Cl
CC1=C([N+]([O-])=O)C(C)=CC(/N=N/C2=CC(C)=C(N(C)C)C(C)=C2)=C1,382.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_218,Cc1cc(/N=N/c2cc(C)c([N+](=O)[O-])c(C)c2)cc(C)c1N(C)C
[H]C1=CC([N+]([O-])=O)=CC([H])=C1/N=N/C2=CC([H])=C(C=C2OC)N(CC)CC,501.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_228,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)c(OC)c1
NC1=C(OC)C=C(/N=N/C2=C([H])C=C([N+]([O-])=O)C=C2[H])C([H])=C1,488.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_229,COc1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1N
[H]C1=CC([N+]([O-])=O)=CC(Cl)=C1/N=N/C2=CC([H])=C(C=C2[H])N(CC)CC,512.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_231,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2Cl)cc1
[H]C1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1/N=N/C2=CC([H])=C(C=C2[H])N(CC)CC,532.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_232,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
[H]C1=CC([N+]([O-])=O)=CC(C#N)=C1/N=N/C2=CC([H])=C(C=C2[H])N(CC)CC,542.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_233,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1
BrC1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1/N=N/C2=CC([H])=C(C=C2[H])N(CC)CC,540.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_234,CCN(CC)c1ccc(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
ClC1=CC([N+]([O-])=O)=CC(C#N)=C1/N=N/C2=CC([H])=C(C=C2[H])N(CC)CC,551.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_235,CCN(CC)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2C#N)cc1
[H]C1=C(C=C([H])C(/N=N/C2=C(C#N)C=C([N+]([O-])=O)C=C2C#N)=C1)N(CC)CC,592.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_236,CCN(CC)c1ccc(/N=N/c2c(C#N)cc([N+](=O)[O-])cc2C#N)cc1
[H]C3=CC([N+]([O-])=O)=CC(Cl)=C3/N=N/C4=CC([H])=C(C=C4OC)N(CC)CC,526.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_238,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2Cl)c(OC)c1
[H]C5=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C5/N=N/C6=CC([H])=C(C=C6OC)N(CC)CC,545.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_239,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(OC)c1
[H]C7=CC([N+]([O-])=O)=CC(C#N)=C7/N=N/C8=CC([H])=C(C=C8OC)N(CC)CC,555.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_240,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)c(OC)c1
BrC9=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C9/N=N/C%10=CC([H])=C(C=C%10OC)N(CC)CC,554.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_241,CCN(CC)c1ccc(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(OC)c1
ClC%11=CC([N+]([O-])=O)=CC(C#N)=C%11/N=N/C%12=CC([H])=C(C=C%12OC)N(CC)CC,565.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_242,CCN(CC)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2C#N)c(OC)c1
[H]C%13=C(C=C(OC)C(/N=N/C%14=C(C#N)C=C([N+]([O-])=O)C=C%14C#N)=C%13)N(CC)CC,601.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_243,CCN(CC)c1ccc(/N=N/c2c(C#N)cc([N+](=O)[O-])cc2C#N)c(OC)c1
[H]C1=CC([N+]([O-])=O)=CC([H])=C1/N=N/C2=CC(OC)=C(C=C2)N(CC)CC,492.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_244,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1OC
[H]C3=CC([N+]([O-])=O)=CC(Cl)=C3/N=N/C4=CC(OC)=C(C=C4)N(CC)CC,518.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_245,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2Cl)cc1OC
[H]C5=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C5/N=N/C6=CC(OC)=C(C=C6)N(CC)CC,540.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_246,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC
[H]C7=CC([N+]([O-])=O)=CC(C#N)=C7/N=N/C8=CC(OC)=C(C=C8)N(CC)CC,555.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_247,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1OC
BrC9=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C9/N=N/C%10=CC(OC)=C(C=C%10)N(CC)CC,549.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_248,CCN(CC)c1ccc(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC
ClC%11=CC([N+]([O-])=O)=CC(C#N)=C%11/N=N/C%12=CC(OC)=C(C=C%12)N(CC)CC,573.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_249,CCN(CC)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2C#N)cc1OC
CCN(C%13=C(OC)C=C(/N=N/C%14=C(C#N)C=C([N+]([O-])=O)C=C%14C#N)C=C%13)CC,623.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_250,CCN(CC)c1ccc(/N=N/c2c(C#N)cc([N+](=O)[O-])cc2C#N)cc1OC
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=CC=C2,403.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_251,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=CC=C2[N+]([O-])=O,429.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_252,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1[N+](=O)[O-]
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=CC([N+]([O-])=O)=C2,424.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_253,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc([N+](=O)[O-])c1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2,461.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_254,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc([N+](=O)[O-])cc1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=CC=C2Br,417.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_255,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1Br
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=CC(Br)=C2,414.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_256,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(Br)c1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=CC=C2Cl,412.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_257,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1Cl
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=CC(Cl)=C2,410.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_258,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(Cl)c1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=C(Cl)C=C2,413.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_259,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(Cl)cc1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=C(F)C=CC=C2,417.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_260,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1F
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC(F)=CC=C2,415.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_261,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(F)c1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=C(C(F)(F)F)C=CC=C2,419.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_262,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1C(F)(F)F
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC(C(F)(F)F)=CC=C2,418.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_263,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(C(F)(F)F)c1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=C(C(F)(F)F)C=C2,421.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_264,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(C(F)(F)F)cc1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=C(C#N)C=CC=C2,438.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_265,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1C#N
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=C(C#N)C=C2,437.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_266,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(C#N)cc1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=C(OC)C=CC=C2,409.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_267,COc1ccccc1/N=N/c1ccc(N(CCO)CCC#N)cc1C
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC(OC)=CC=C2,407.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_268,COc1cccc(/N=N/c2ccc(N(CCO)CCC#N)cc2C)c1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=C(C)C=CC=C2,405.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_269,Cc1ccccc1/N=N/c1ccc(N(CCO)CCC#N)cc1C
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC(C)=CC=C2,402.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_270,Cc1cccc(/N=N/c2ccc(N(CCO)CCC#N)cc2C)c1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=C(C)C=C2,402.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_271,Cc1ccc(/N=N/c2ccc(N(CCO)CCC#N)cc2C)cc1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC(C(O)C)=CC=C2,405.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_272,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(C(C)O)c1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=C(S(=O)(C)=O)C=C2,434.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_273,Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(S(C)(=O)=O)cc1
CC(C=C(N(CCC#N)CCO)C=C1)=C1/N=N/C2=CC=C(C(C)=O)C=C2,412.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_274,CC(=O)c1ccc(/N=N/c2ccc(N(CCO)CCC#N)cc2C)cc1
N#CCCNC(C=C1)=CC=C1/N=N/C2=CC=CC=C2,396.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_275,N#CCCNc1ccc(/N=N/c2ccccc2)cc1
N#CCCNC(C=C1)=CC=C1/N=N/C2=CC=CC=C2[N+]([O-])=O,422.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_276,N#CCCNc1ccc(/N=N/c2ccccc2[N+](=O)[O-])cc1
N#CCCNC(C=C1)=CC=C1/N=N/C2=CC=CC([N+]([O-])=O)=C2,418.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_277,N#CCCNc1ccc(/N=N/c2cccc([N+](=O)[O-])c2)cc1
ClC1=CC=CC=C1/N=N/C2=CC=C(NCCC#N)C=C2,408.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_278,N#CCCNc1ccc(/N=N/c2ccccc2Cl)cc1
ClC1=CC(/N=N/C2=CC=C(NCCC#N)C=C2)=CC=C1,408.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_279,N#CCCNc1ccc(/N=N/c2cccc(Cl)c2)cc1
ClC1=CC=C(/N=N/C2=CC=C(NCCC#N)C=C2)C=C1,404.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_280,N#CCCNc1ccc(/N=N/c2ccc(Cl)cc2)cc1
FC1=CC=CC=C1/N=N/C2=CC=C(NCCC#N)C=C2,404.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_281,N#CCCNc1ccc(/N=N/c2ccccc2F)cc1
FC1=CC(/N=N/C2=CC=C(NCCC#N)C=C2)=CC=C1,406.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_282,N#CCCNc1ccc(/N=N/c2cccc(F)c2)cc1
FC1=CC=C(/N=N/C2=CC=C(NCCC#N)C=C2)C=C1,398.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_283,N#CCCNc1ccc(/N=N/c2ccc(F)cc2)cc1
N#CCCNC(C=C1)=CC=C1/N=N/C2=CC=C(C(F)(F)F)C=C2,411.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_284,N#CCCNc1ccc(/N=N/c2ccc(C(F)(F)F)cc2)cc1
N#CCCNC(C=C1)=CC=C1/N=N/C2=CC=CC=C2C#N,429.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_285,N#CCCNc1ccc(/N=N/c2ccccc2C#N)cc1
N#CCCNC(C=C1)=CC=C1/N=N/C2=CC=C(C#N)C=C2,428.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_286,N#CCCNc1ccc(/N=N/c2ccc(C#N)cc2)cc1
N#CCCNC(C=C1)=CC=C1/N=N/C2=CC=CC=C2OC,394.0,50.0,,,Photoswitch_Experimental,M01_Photoswitch_Dataset,Experimental,PS_M01_287,COc1ccccc1/N=N/c1ccc(NCCC#N)cc1
